"ISO","ID","HORI","TOP","BOT","SAMPLENO","SIO2","AL2O3","FE2O3","CAO","MGO","K2O","NA2O","TIO2","MNO2","P2O5","IGN","TOTAL","RATIOSIAL","RATIOSIFE","RATIOSIR","RATIOALFE","SOELREM","EDITDATE","VERIFIED"
"FR",4,3,28,46,"660062",49.9,20.2,7.9,0.1,9.5,4.8,,0.7,0.1,0.2,7.2,,,,,,"","19.06.2003","OSP"
"FR",4,4,46,85,"660063",49.2,20,8,0.1,9.8,4.9,,0.7,0,0.2,7.4,,,,,,"","19.06.2003","OSP"
"FR",4,5,85,103,"660064",48.4,19.3,9.2,0.2,10.7,4.5,,0.6,0,0.2,7.8,,,,,,"","19.06.2003","OSP"
"FR",6,1,0,10,"660071",,,,,,,,,,,,,,,,,"","19.06.2003","OSP"
"FR",6,2,10,18,"660005",46.1,24.5,13.3,0.3,1.9,2.3,,1,0.2,0.4,9.2,,,,,,"","19.06.2003","OSP"
"FR",6,3,18,26,"660006",46.3,24.9,13.5,0.2,2,2.2,,0.9,0.1,0.3,9.1,,,,,,"","19.06.2003","OSP"
"FR",6,4,26,40,"660007",46.4,24.8,13.1,0.2,2.2,2.5,,0.8,0.1,0.4,8.8,,,,,,"","19.06.2003","OSP"
"FR",6,5,40,66,"660008",47,24.1,12.7,0.1,2.4,2.7,,0.8,0.1,0.5,8.9,,,,,,"","19.06.2003","OSP"
"FR",8,1,0,13,"660018",48.4,22.1,11.5,0.1,1.9,3.4,,0.8,0.1,0.4,11.3,,,,,,"","20.06.2003","OSP"
"FR",8,2,13,25,"660019",48.4,22.4,11.4,0.1,2,3.2,,0.8,0.1,0.3,11.4,,,,,,"","20.06.2003","OSP"
"FR",8,3,25,40,"660020",49.6,22.8,12.1,0.1,2,3.3,,0.9,0.1,0.3,10.5,,,,,,"","20.06.2003","OSP"
"FR",8,4,40,57,"660021",49.1,22.1,12.6,0.1,2.1,3.3,,0.9,0.1,0.3,10.4,,,,,,"","20.06.2003","OSP"
"FR",8,5,55,75,"660022",49.3,22.9,12.8,0.1,2.3,3.4,,1,0.1,0.3,10.7,,,,,,"","20.06.2003","OSP"
"FR",8,6,55,75,"660023",48.5,22.2,12.2,0.1,2.1,3.1,,0.8,0.1,0.3,10.4,,,,,,"","20.06.2003","OSP"
"FR",8,7,57,75,"660024",44.7,22.3,12.1,0.1,2.4,3.1,,0.8,0.1,0.3,10.4,,,,,,"","20.06.2003","OSP"
"FR",8,8,77,96,"660025",49.1,21.6,11.8,0.6,2.6,3.1,,0.9,0.1,0.4,10.5,,,,,,"","20.06.2003","OSP"
"FR",9,9,96,138,"660026",50.2,21.4,11.5,0.3,3.5,3.1,,0.9,0.1,0.3,10.5,,,,,,"","20.06.2003","OSP"
"FR",11,1,0,5,"660043",,,,,,,,,,,,,,,,,"Organic layer, no clay","20.06.2003","OSP"
"FR",11,2,5,12,"660044",48.9,25.4,6.5,0.4,1.2,2.1,,1.3,0,1,11.7,,3.3,20,2.8,6.1,"","20.06.2003","OSP"
"FR",11,3,12,26,"660045",48.5,27.3,4.6,0,1.2,2.4,,1.4,0,0.7,12,,3,28,2.7,9.3,"","20.06.2003","OSP"
"FR",11,4,29,40,"660046",49.2,27.3,5.2,0,1.5,2.5,,1.2,0,0.4,10.1,,3.1,25.1,2.7,8.2,"","20.06.2003","OSP"
"FR",11,5,42,77,"660047",47.3,25.1,12.6,0,1.8,2.3,,1,0,0.2,9,,3.2,10,2.4,3.1,"","20.06.2003","OSP"
"IT",17,1,0,35,"",57,18.4,7.1,0.4,2.3,2.5,0.4,0.6,0.1,,11.4,100,5.2,21.5,4.2,4.1,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP"
"IN",1,1,0,17,"770001",46.8,22.4,11.5,0.33,3.75,4.19,,0.9,0.17,0.35,7.8,100.8,3.5,10.8,2.7,3,"","27.02.1995","OSP"
"IN",1,2,17,48,"770002",46.7,23,11.7,0.23,3.46,3.9,,0.86,0.15,0.28,7.9,101.1,3.4,10.6,2.6,3.1,"","27.02.1995","OSP"
"IN",1,3,48,68,"770003",45.8,22.6,11.8,2.23,0.55,3.71,,0.87,0.16,0.28,8,100.3,3.4,10.3,2.6,3,"","27.02.1995","OSP"
"IN",1,4,68,93,"770004",45.7,22.1,11.7,0.22,3.57,3.6,,0.89,0.17,0.33,7.9,99.6,3.5,10.4,2.6,3,"","27.02.1995","OSP"
"IN",1,5,93,116,"770005",,,,,,,,,,,,,,,,,"","27.02.1995","OSP"
"IN",6,1,0,8,"770023",41,29.2,13.1,0.04,1.13,1.15,,1,0.09,0.26,11.5,100.6,2.3,8.6,1.8,3.8,"","05.03.1995","OSP"
"IN",6,2,8,38,"770024",40.6,30.2,12.5,0.03,1.01,1.03,,0.91,0.08,0.14,11.7,100.1,2.3,8.6,1.8,3.8,"","05.03.1995","OSP"
"IN",6,3,38,64,"770025",40.5,29.8,11.9,0.08,1.03,1,,0.88,0.1,0.11,11.6,98.9,2.3,9.1,1.8,3.9,"","05.03.1995","OSP"
"IN",6,4,64,91,"770026",41.7,30.3,11.6,0.07,0.99,0.96,,0.87,0.09,0.08,11.5,100.1,2.3,9.5,1.9,4.1,"","05.03.1995","OSP"
"IN",6,5,91,150,"770027",42.2,29.5,11.1,0.05,1.05,0.95,,0.85,0.08,0.09,11.3,99.2,2.4,10.1,2,4.2,"","05.03.1995","OSP"
"IN",9,3,36,68,"770038",46.3,32.5,6.9,0.08,0.39,1.05,,0.82,0.05,0.08,11.8,100,2.4,21,2.2,8.8,"","07.03.1995","OSP"
"IN",9,4,68,150,"770039",45.9,32.4,5.8,0.05,0.35,1.04,,0.78,0.03,0.03,12,98.4,2.4,17.8,2.1,7.4,"","07.03.1995","OSP"
"CN",4,6,80,113,"840279",46.3,27.6,10.3,0.05,1.14,2.76,,1.25,0.1,0.11,9.3,98.9,2.9,12,2.3,4.2,"","03.05.1994","OSP"
"CN",4,8,130,150,"840281",46.5,28,10.7,0.04,1.15,2.72,,1.36,0.06,0.1,9.4,100,2.8,11.6,2.3,4.1,"","03.05.1994","OSP"
"KE",17,1,0,10,"800022",51.8,18.2,10.2,0.94,0.49,0.44,,0.77,0.19,0.2,12.8,99.6,4.8,13.5,3.6,2.8,"","24.01.1996","OSP"
"FI",1,3,15,25,"680136",51.1,20,10.9,1.07,4.06,3.98,,1.05,0.08,0.17,5.1,97.6,4.3,12.4,3.2,2.9,"","18.06.2003","OSP"
"FI",1,34,25,42,"680137",51,19.6,11.6,1.22,4.09,4,,1.03,0.09,0.22,5,97.9,4.4,11.6,3.2,2.6,"","18.06.2003","OSP"
"FI",1,45,42,59,"680138",50.9,19.4,11.5,1.35,4.38,3.9,,1.03,0.09,0.25,4.6,97.5,4.4,11.8,3.2,2.6,"","18.06.2003","OSP"
"FI",1,5,59,90,"680139",51.3,19.8,11.4,1.51,4.59,4,,1.06,0.1,0.24,4.5,98.5,4.4,11.9,3.2,2.7,"","18.06.2003","OSP"
"FR",4,1,0,10,"660060",48,20.6,8,0.1,8.6,5,,1,0.1,0.2,7.3,,,,,,"","19.06.2003","OSP"
"FR",4,2,10,28,"660061",49.6,20.5,7.9,0.1,8.8,4.9,,0.9,0.1,0.2,7.5,,,,,,"","19.06.2003","OSP"
"FR",11,6,85,115,"660048",49.4,23.9,10,0,1.9,2.6,,1,0.1,0.2,8.6,,3.5,13.1,2.8,3.7,"","20.06.2003","OSP"
"FR",11,7,115,133,"660049",50.7,24,9.7,0,1.9,2.7,,1.1,0.1,0.2,8.2,,3.6,13.9,2.8,3.9,"","20.06.2003","OSP"
"GR",1,1,0,25,"710046",52.2,22.1,8.2,0.45,2.32,1.88,,0.71,0.09,0.11,7.8,100.5,4.2,4,16.9,3.2,"","23.09.2003","OSP"
"GR",1,2,25,82,"710047",52.2,22.1,8.2,0.44,2.35,1.82,,0.71,0.08,0.09,7.6,100.3,4.2,4,17,3.2,"","23.09.2003","OSP"
"GR",1,3,82,113,"710048",54.1,20.9,7.7,0.34,2.34,1.94,,0.76,0.08,0.1,7.1,100.5,4.3,4.4,18.7,3.6,"","23.09.2003","OSP"
"GR",1,4,113,147,"710049",,,,,,,,,,,,,,,,,"","",""
"GR",1,5,147,160,"710050",,,,,,,,,,,,,,,,,"","",""
"HU",2,1,0,10,"970134",43.4,22.3,9,2.02,2.4,2.89,,0.61,0.22,1,15,98.8,3.3,12.8,2.6,3.9,"","25.09.2003","OSP"
"HU",2,2,10,30,"970135",46.5,24.5,9.9,1.2,2.53,3,,0.63,0.18,1,11.7,101.1,3.2,12.5,2.6,3.9,"","25.09.2003","OSP"
"HU",6,1,0,20,"970152",49.2,19.5,12.3,0.2,2.41,3.56,,0.65,0.28,0.75,8.6,97.5,4.3,10.6,3.1,2.5,"","26.09.2003","OSP"
"HU",6,2,40,65,"970153",48.7,19.5,13.1,0.19,2.67,2.76,,0.52,0.25,0.47,9.9,98.1,4.2,9.9,3,2.3,"","26.09.2003","OSP"
"HU",6,3,65,100,"970154",49,20.5,13.5,0.23,2.78,2.62,,0.43,0.21,0.46,9.7,99.4,4.1,9.7,2.9,2.4,"","26.09.2003","OSP"
"DE",11,1,0,1,"670157",,,,,,,,,,,,,,,,,"Organic layer, no clay","03.02.1997","OSP"
"DE",11,2,1,5,"670156",,,,,,,,,,,,,,,,,"","03.02.1997","OSP"
"DE",11,3,5,14,"670155",46.7,26,7.1,0,0.77,3.86,0.75,0.9,0.03,0.22,10.8,97.1,3,17.5,2.6,5.8,"","04.02.1997","OSP"
"DE",11,4,14,20,"670161",49.3,24.2,10.4,0.26,2.75,6.05,0,1.14,0.14,0.3,6.5,101,3.5,12.7,2.7,3.7,"","04.02.1997","OSP"
"TH",4,2,70,80,"670117",50,29.3,7.2,0.1,1.2,2.9,,0.9,0.1,0.2,8.9,100.8,2.9,18.4,2.5,6.3,"","19.07.1996","OSP"
"TH",4,3,115,125,"670118",49.6,28.8,8.7,0.1,1.2,2.6,,0.9,0.1,0.2,9.1,101.2,2.9,15.2,2.4,5.2,"","19.07.1996","OSP"
"TR",8,1,0,3,"730030",51.4,18.7,8.5,1.7,4.3,3.3,,0.8,0.1,0.3,10.2,99.3,4.7,16,3.6,3.4,"","23.07.1996","OSP"
"TR",8,2,3,33,"730031",49.1,17.3,7.9,4.3,4.6,3,,0.7,0.1,0.3,12.4,99.7,4.8,16.7,3.7,3.5,"","23.07.1996","OSP"
"TR",8,3,33,55,"730032",43.6,15.2,7.2,9.9,4.7,2.2,,0.7,0.1,0.2,16.3,100.1,4.9,16.2,3.8,3.3,"","23.07.1996","OSP"
"TR",8,4,55,83,"730033",42.2,15.4,7.2,11.2,4.4,2.1,,0.6,0.1,0.2,16.4,99.8,4.7,15.5,3.6,3.3,"","23.07.1996","OSP"
"TR",8,5,83,110,"730034",42.7,15.5,7.2,10.9,4.6,2,,0.6,0,0.1,16.4,100,4.7,15.7,3.6,3.4,"","23.07.1996","OSP"
"IE",9,1,0,7,"670084",,,,,,,,,,,,,,,,,"","16.08.1996","OSP"
"IE",9,2,7,40,"670085",51.6,25.3,4.3,0.06,1.65,6.37,0.17,2.12,0,0.27,8.3,100.2,3.5,31.9,3.1,9.2,"","16.08.1996","OSP"
"IE",9,3,40,49,"670086",47.8,25.4,4.9,0.01,2.09,5.46,0.28,1.82,0,0.29,10.4,98.4,3.2,25.8,2.8,8.1,"","16.08.1996","OSP"
"IE",9,4,49,62,"670087",35.9,18.7,26.3,0.04,1.69,3.82,0.28,1.2,0.17,0.82,10.3,99.2,3.3,3.6,1.7,1.1,"","16.08.1996","OSP"
"IE",9,5,62,87,"670088",42.8,21.5,16.5,0.05,2.32,4.71,0.36,0.8,0.32,0.74,9.5,99.5,3.4,6.9,2.3,2,"","16.08.1996","OSP"
"UY",1,1,0,23,"820239",63.3,19.1,5.6,0.11,0.72,1.46,,1.33,0.11,0.2,7.8,99.7,5.6,30.1,4.7,5.3,"","16.10.1996","OSP"
"UY",1,2,23,32,"820240",63.5,19.9,5.1,0.11,0.69,1.64,,1.53,0.06,0.12,7.1,99.7,5.4,33,4.7,6.1,"","16.10.1996","OSP"
"UY",1,3,32,48,"820241",54.3,24,8.2,0.54,0.99,1.22,,1.06,0.05,0.04,9.7,100.1,3.8,17.7,3.2,4.6,"","16.10.1996","OSP"
"UY",1,4,48,78,"820242",55.3,24.2,7.7,0.4,1.16,1.35,,1.03,0.11,0.03,8.8,100.1,3.9,19.2,3.2,4.9,"","16.10.1996","OSP"
"UY",1,5,78,105,"820243",58,21.4,7.6,0.44,1.38,1.67,,1.05,0.11,0.03,7.8,99.4,4.6,20.5,3.8,4.5,"","16.10.1996","OSP"
"UY",1,6,105,153,"820244",57.6,22.1,7.7,0.38,1.42,1.61,,1.06,0.09,0.03,8.1,100,4.4,20,3.6,4.5,"","16.10.1996","OSP"
"MY",3,4,63,103,"850016",17.8,30.2,23.4,0.04,0.03,0,0.02,3.47,0.08,1.65,17.9,94.6,1,2,0.7,2,"","13.01.1997","OSP"
"MY",3,5,103,150,"850017",18.2,30.2,23.2,0.04,0.02,0,0.03,3.47,0.08,1.65,17.7,94.6,1,2.1,0.7,2,"","13.01.1997","OSP"
"NO",2,1,0,28,"680124",,,,,,,,,,,,,,,,,"Organic sample","28.01.1997","OSP"
"NO",2,2,28,31,"",,,,,,,,,,,,,,,,,"Not sampled","28.01.1997","OSP"
"DE",11,5,20,45,"670158",45.6,28.5,9.3,0,1.03,3.65,0.67,0.91,0.08,0.24,9.3,99.3,2.7,13.2,2.3,4.8,"","04.02.1997","OSP"
"DE",11,6,45,70,"670159",45.8,28.2,9.1,0,1.17,3.59,0.65,0.91,0.1,0.2,8.6,98.4,2.8,13.4,2.3,4.9,"","04.02.1997","OSP"
"DE",11,7,70,100,"670160",47,28.5,8.1,0,0.98,5,1.04,0.87,0.11,0.16,6.9,98.7,2.8,15.5,2.4,5.5,"","04.02.1997","OSP"
"AU",31,1,0,10,"780101",66.7,20,2.8,0.18,0.25,0.26,,2.32,0.01,0.23,8.1,100.8,5.7,62.2,5.2,11,"","01.05.2003","OSP"
"AU",31,2,10,20,"780102",62.6,23.2,2.4,0.11,0.27,0.21,,2.05,0,0.16,9,100,4.6,70.8,4.3,15.4,"","01.05.2003","OSP"
"AU",31,3,20,40,"780103",57.9,27.1,2.4,0.07,0.23,0.17,,1.9,0,0.11,10.1,100,3.6,63.6,3.4,17.5,"","01.05.2003","OSP"
"KE",17,2,10,20,"800023",51.2,19.9,11.1,0.21,0.54,0.51,,0.9,0.15,0.19,11.1,100.1,4.4,12.3,3.2,2.8,"","25.01.1996","OSP"
"KE",17,3,60,70,"800024",53.4,18.9,10.5,0.29,0.6,0.52,,0.89,0.19,0.17,10.4,100.4,4.8,13.5,3.5,2.8,"","25.01.1996","OSP"
"KE",17,4,110,120,"800025",51.2,20.9,10.8,0.18,0.74,0.55,,0.8,0.03,0.18,10.3,100.8,4.2,12.6,3.1,3,"","25.01.1996","OSP"
"KE",17,5,140,150,"800026",50.2,20.5,11.6,0.07,0.53,0.54,,0.94,0.12,0.2,11.2,100.2,4.2,11.5,3.1,2.8,"","25.01.1996","OSP"
"KE",18,1,0,10,"800037",52.4,20.1,10.6,0.05,0.52,0.54,,1.14,0.11,0.23,11,101.2,4.4,13.2,3.3,3,"","25.01.1996","OSP"
"KE",18,2,10,20,"800038",54.5,19.4,10,0.05,0.53,0.62,,1.32,0.11,0.24,10.5,101.3,4.8,14.5,3.6,3,"","25.01.1996","OSP"
"KE",18,3,20,30,"800039",50.2,21.4,10.9,0.06,0.54,0.57,,1.19,0.03,0.15,11,100.5,4,12.2,3,3.1,"","25.01.1996","OSP"
"KE",18,4,30,40,"800040",49.5,22,11.1,0.05,0.51,0.59,,1.07,0.02,0.14,11.4,100.9,3.8,11.8,2.9,3.1,"","25.01.1996","OSP"
"KE",18,5,50,60,"800041",47.1,23.2,11.2,0.31,0.51,0.53,,0.99,0.02,0.1,12.7,10,3.4,11.2,2.6,3.2,"","25.01.1996","OSP"
"KE",18,6,60,70,"800042",48.1,23.4,11.2,0.14,0.49,0.55,,1,0.02,0.12,12.2,101.3,3.5,11.4,2.3,3.3,"","25.01.1996","OSP"
"KE",19,1,10,20,"800076",53.8,20.2,10,0.04,0.46,0.69,,1.46,0.04,0.24,10.5,101.2,4.5,14.3,3.4,3.2,"","25.01.1996","OSP"
"KE",19,2,30,40,"800077",48.7,21.2,12.9,0.04,0.46,0.69,,1.54,0.02,0.26,10.9,100.8,3.9,10.1,2.8,2.6,"","25.01.1996","OSP"
"KE",19,3,60,90,"800078",44.5,25.8,11.6,0.03,0.45,0.49,,0.96,0.01,0.12,12.6,100.4,2.9,10.3,2.3,3.5,"","25.01.1996","OSP"
"NG",4,1,0,10,"780021",42.2,30.5,11.4,0.03,0.48,1.28,,1.45,0.11,0.27,12.4,100,2.3,9.8,1.9,4.2,"","18.02.1996","OSP"
"NG",4,2,10,28,"780022",41.4,30.2,10.9,0.03,0.46,1.22,,1.39,0.19,0.28,12.2,98.3,2.3,10.1,1.9,4.3,"","18.02.1996","OSP"
"NG",4,3,28,45,"780023",41.2,30.9,10.2,0.03,0.37,1.11,,1.29,0.16,0.17,12.4,99.4,2.3,10.7,1.9,4.7,"","18.02.1996","OSP"
"NG",4,4,45,60,"780024",42.1,32.8,10.5,0.02,0.51,0.88,,1.04,0.08,0.11,12.8,100.8,2.2,10.7,1.8,4.9,"","18.02.1996","OSP"
"NG",4,5,60,75,"780025",41.8,33.1,9.8,0.01,0.38,0.78,,0.93,0.05,0.1,13,100,2.1,11.3,1.8,5.3,"","18.02.1996","OSP"
"NG",4,6,75,95,"780026",42.8,35,8.5,0.01,0.24,0.57,,0.67,0.03,0.1,13.7,101.5,2.1,13.4,1.8,6.4,"","18.02.1996","OSP"
"NG",4,7,95,120,"780027",40.9,33.9,8.5,0.02,0.29,0.6,,0.66,0.04,0.12,13.6,98.6,2.1,12.9,1.8,6.3,"","18.02.1996","OSP"
"ZM",10,1,0,6,"770112",33.8,32.9,16.6,0.03,0.45,1.4,,0.99,0.1,0.4,11.9,,1.7,5.4,1.3,3.1,"","20.02.1996","OSP"
"ZM",10,2,6,25,"770113",34.2,33.4,16.2,0.01,0.42,1.25,,0.91,0.07,0.3,12.1,,1.7,5.6,1.3,3.2,"","20.02.1996","OSP"
"ZM",10,3,25,68,"770114",34.5,33.5,16.2,0,0.39,1.18,,0.91,0.06,0.23,12.3,,1.8,5.7,1.3,3.2,"","20.02.1996","OSP"
"ZM",10,4,68,100,"770115",34.1,33.3,16.3,0,0.37,1.25,,0.92,0.06,0.15,12.4,,1.7,5.6,1.3,3.2,"","20.02.1996","OSP"
"ZM",10,5,100,150,"770116",34.2,33.4,16.4,0.01,0.4,1.27,,0.94,0.05,0.18,12.3,,1.7,5.6,1.3,3.2,"","20.02.1996","OSP"
"ZM",10,6,250,300,"770117",33.8,33.2,16.1,0,0.4,1.25,,0.92,0.05,0.15,12.4,,1.7,5.6,1.3,3.2,"","20.02.1996","OSP"
"HU",6,4,100,120,"970155",51.5,18,13.1,0.13,2.71,2.45,,0.5,0.13,0.29,8.5,97.3,4.9,10.5,3.3,2.2,"","26.09.2003","OSP"
"HU",7,1,0,21,"970156",54.8,22.5,10.2,0.59,3.13,3.33,,0.79,0.25,0.53,9.1,105.2,4.1,14.3,3.2,3.5,"","26.09.2003","OSP"
"HU",7,2,21,50,"970157",,,,,,,,,,,,,,,,,"","26.09.2003","OSP"
"HU",7,3,50,70,"970158",52.7,23.4,9.9,0.18,2.71,2.57,,0.69,0.13,0.17,7.8,100.3,3.8,14.2,3,3.7,"","26.09.2003","OSP"
"HU",7,4,70,100,"970159",51.2,21.6,10.4,0.15,2.93,2.31,,0.68,0.12,0.18,8,97.6,4,13.1,3.1,3.3,"","26.09.2003","OSP"
"HU",7,5,100,120,"970160",39.2,15.4,7.5,14.51,2.82,1.72,,0.55,0.11,0.24,18.1,100.2,4.3,13.9,3.3,3.2,"","26.09.2003","OSP"
"HU",11,1,0,4,"970179",51.6,19.5,8.6,1.02,4.77,3.93,,0.83,0.07,0.2,7.9,98.4,4.5,16,3.5,3.6,"","29.09.2003","OSP"
"HU",11,2,4,16,"970180",51.7,20.5,8.9,0.56,4.62,4.03,,0.77,0.06,0.22,7.1,98.5,4.3,15.5,3.4,3.6,"","29.09.2003","OSP"
"HU",11,3,16,29,"970181",51.8,21.2,9.4,0.82,4.45,3.93,,0.71,0.06,0.17,7.4,99.9,4.1,14.7,3.2,3.5,"","29.09.2003","OSP"
"HU",11,4,29,41,"970182",41.3,17.3,7.7,9.76,5.09,2.97,,0.58,0.06,0.25,14.7,99.7,4.1,14.3,3.2,3.5,"","29.09.2003","OSP"
"HU",11,5,41,55,"970183",43.1,18.4,8,6.88,4.77,3.1,,0.59,0.05,0.26,12.7,97.9,4,14.3,3.1,3.6,"","29.09.2003","OSP"
"HU",11,6,55,70,"970184",49.6,20.7,9.4,1.12,4.58,3.54,,0.7,0.06,0.64,8.1,98.4,4.1,14,3.2,3.5,"","29.09.2003","OSP"
"HU",11,7,70,90,"970185",48.4,21,10.2,1.36,4.36,3.52,,0.73,0.08,0.73,8.7,99.1,3.9,12.6,3,3.2,"","29.09.2003","OSP"
"HU",11,8,90,100,"970186",38.2,17,8.2,7.88,8.15,2.67,,0.57,0.09,0.31,17.9,101,3.8,12.4,2.9,3.3,"","29.09.2003","OSP"
"HU",11,9,100,125,"970187",,,,,,,,,,,,,,,,,"","",""
"HU",14,1,0,3,"970206",53.3,21.3,7.9,0.1,1.65,3.92,,1.28,0.15,0.56,7.9,98.1,4.2,18,3.4,4.2,"","29.09.2003","OSP"
"HU",14,2,3,15,"970207",53.6,22.1,10.4,0.08,2.22,3.36,,0.87,0.24,0.2,6.9,100,4.1,13.7,3.2,3.3,"","29.09.2003","OSP"
"HU",14,3,15,25,"970208",52.6,22.3,10.4,0.08,2.48,3.47,,0.77,0.14,0.15,6.9,99.3,4,13.5,3.1,3.4,"","29.09.2003","OSP"
"HU",14,4,25,38,"970209",52.5,22.3,10.5,0.09,2.68,3.5,,0.76,0.13,0.17,7,99.6,4,13.3,3.1,3.3,"","29.09.2003","OSP"
"HU",14,5,38,55,"970210",51.4,22.2,10.8,0.13,2.84,3.39,,0.77,0.13,0.26,7.3,99.2,3.9,12.7,3,3.2,"","29.09.2003","OSP"
"HU",14,6,55,66,"970211",51.5,22.1,10.8,0.15,2.93,3.14,,0.81,0.1,0.3,7.4,99.2,4,12.7,3,3.2,"","29.09.2003","OSP"
"HU",14,7,66,79,"970212",51.7,21.9,10.9,0.23,2.98,3.02,,0.87,0.13,0.35,7.5,99.6,4,12.6,3,3.2,"","29.09.2003","OSP"
"HU",14,8,79,100,"970213",51.4,22,10.9,0.14,2.96,2.95,,0.86,0.14,0.33,7.7,99.4,4,12.6,3,3.2,"","29.09.2003","OSP"
"HU",14,9,100,125,"970214",51.3,22.3,10.9,0.17,2.95,2.97,,0.82,0.09,0.27,7.6,99.4,3.9,12.5,3,3.2,"","29.09.2003","OSP"
"IE",6,1,0,10,"670067",59.7,13.1,5.1,0.09,1.07,2.16,0.19,1.13,0.07,0.43,12,95,7.7,31.1,6.2,4,"","29.10.2003","OSP"
"IE",6,2,10,25,"670068",58.2,13.1,5.3,0.08,1.08,2.19,0.13,1.14,0.09,0.33,11.4,93,7.5,29.2,6,3.9,"","29.10.2003","OSP"
"IE",6,3,25,40,"670069",54.9,18.4,7.3,0.06,1.54,3.1,0.15,1.2,0.18,0.22,8.9,96,5.1,20,4,3.9,"","29.10.2003","OSP"
"IE",6,4,40,60,"670070",51.6,20.8,8.2,0.06,1.75,3.75,0.12,1.19,0.15,0.18,8.2,96,4.2,16.7,3.4,4,"","29.10.2003","OSP"
"IE",6,5,60,80,"670071",53.1,20.3,7.7,0.13,1.93,3.77,0.16,1.27,0.13,0.17,7,95.8,4.4,18.3,3.6,4.1,"","29.10.2003","OSP"
"IE",6,6,80,100,"670072",41.8,15.2,5.6,12.7,1.57,2.89,0.1,0.95,0.1,0.2,15.6,96.5,4.7,19.8,3.8,4.2,"","29.10.2003","OSP"
"IE",11,1,0,8,"670092",50.6,25,5.5,0.21,1.68,3.41,0.17,1.44,0.01,0.56,10.6,99.2,3.4,24.3,3,7,"","30.10.2003","OSP"
"IE",11,2,8,23,"670093",49.5,25.4,5.8,0.08,1.6,3.5,0.24,1.39,0,0.31,9.8,97.6,3.3,22.9,2.9,6.9,"","30.10.2003","OSP"
"IE",11,3,23,33,"670094",43.8,23.2,14.4,0.04,1.8,4.58,0.16,1.19,0.11,0.16,8.4,97.8,3.2,8.1,2.3,2.5,"","30.10.2003","OSP"
"IE",11,4,40,60,"670095",47.9,24.8,10.3,0.12,2.45,5.42,0.16,1.11,0.13,0.24,6.7,99.3,3.3,12.4,2.6,3.8,"","30.10.2003","OSP"
"IE",11,5,60,80,"670096",45.1,26.7,11.6,0,0.77,3.62,0.85,0.91,0.06,0.57,8.5,98.7,2.9,10.3,2.2,3.6,"","30.10.2003","OSP"
"NL",2,1,0,2,"690029",,,,,,,,,,,,,,,,,"Organic layer, no clay","12.01.2004","OSP"
"NL",2,2,2,7,"690030",43,22.6,13.3,0.33,1.07,1.8,,1.07,0.14,1.26,16.3,100.9,3.2,8.6,2.3,2.7,"","12.01.2004","OSP"
"NL",2,3,8,12,"690031",37.5,24.1,11.6,0.26,0.96,1.54,,0.91,0.25,1.08,22.1,100.3,2.6,8.6,2,3.3,"","12.01.2004","OSP"
"NL",2,4,12,27,"690032",39,25.5,10.8,0.25,1.07,1.5,,0.92,0.24,0.86,19.6,99.7,2.6,9.6,2,3.7,"","12.01.2004","OSP"
"NL",2,5,37,57,"690033",41.2,27.7,10.9,0.27,1.24,1.63,,1,0.18,1.01,14.9,100,2.5,10.1,2,4,"","12.01.2004","OSP"
"NL",2,6,72,82,"690034",,,,,,,,,,,,,,,,,"Insufficient clay to obtain sample","12.01.2004","OSP"
"NL",6,1,0,8,"710121",52.7,23.4,8.3,0.31,2.45,3.38,,0.85,0.13,0.7,9.3,101.5,3.8,17,3.1,4.4,"","12.01.2004","OSP"
"NL",6,2,8,30,"710122",52.8,23.4,8.5,0.15,2.47,3.16,,0.88,0.1,0.27,8,99.7,3.8,16.6,3.1,4.3,"","12.01.2004","OSP"
"NL",18,1,0,13,"800162",50.9,19.5,5.6,0,1.7,2,0.3,1.2,0,0.1,18.2,99.5,4.5,24.3,3.8,5.5,"Data University of Amsterdam","16.01.2004","OSP"
