"ISO","ID","HORI","TOP","BOT","SAMPLENO","SIO2","AL2O3","FE2O3","CAO","MGO","K2O","NA2O","TIO2","MNO2","P2O5","IGN","TOTAL","RATIOSIAL","RATIOSIFE","RATIOSIR","RATIOALFE","SOELREM","EDITDATE","VERIFIED","CODETYPE"
"ZA",19,6,90,115,"750115",66.4,14.5,7.3,0.14,0.57,1.59,,1.05,0.14,0.06,9.6,101.4,7.8,24.2,5.9,3.1,"","22.05.1995","","ZA0196"
"ZA",20,1,0,15,"750116",56.4,18.1,8.1,0.09,0.28,0.28,,1.21,0.04,0.1,17,101.6,5.3,18.5,4.1,3.5,"","22.05.1995","","ZA0201"
"ZA",20,2,15,37,"750117",57.7,17.1,7.8,0.08,0.26,0.26,,1.15,0.03,0.1,15.9,100.4,5.7,19.7,4.4,3.4,"","22.05.1995","","ZA0202"
"ZA",20,3,37,60,"750118",57.4,18.5,8.4,0.02,0.25,0.25,,1.24,0.03,0.07,14,100.2,5.3,18.2,4.1,3.5,"","22.05.1995","","ZA0203"
"ZA",20,4,60,80,"750119",56.4,20,9.1,0.01,0.22,0.26,,1.34,0.04,0.06,12.7,100.1,4.8,16.5,3.7,3.4,"","22.05.1995","","ZA0204"
"ZA",20,5,80,100,"750120",56.7,20.7,9.5,0,0.21,0.25,,1.4,0.04,0.06,11.9,100.8,4.6,15.9,3.6,3.4,"","22.05.1995","","ZA0205"
"ZA",20,6,100,120,"750121",56.3,21,9.6,0,0.2,0.28,,1.4,0.04,0.06,11.8,100.7,4.6,15.6,3.5,3.4,"","22.05.1995","","ZA0206"
"ZA",20,7,120,140,"750122",59.3,20.2,9.3,0.03,0.19,0.33,,1.37,0.05,0.07,10.8,101.6,5,17,3.9,3.4,"","22.05.1995","","ZA0207"
"ZA",21,1,0,20,"750123",74.3,10.8,4.9,0.04,0.05,0.08,,0.89,0.01,0.03,9.2,100.3,11.7,40.4,9.1,3.5,"","22.05.1995","","ZA0211"
"ZA",21,2,20,40,"750124",71.9,12.4,5.5,0.07,0.02,0.09,,0.97,0.01,0.04,10.1,101.1,9.8,34.8,7.7,3.5,"","22.05.1995","","ZA0212"
"ZA",21,3,40,60,"750125",72.1,12.9,5.7,0.03,0,0.09,,0.93,0.01,0.03,9.6,101.4,9.5,33.7,7.4,3.6,"","22.05.1995","","ZA0213"
"ZA",21,4,60,80,"750126",69,15.1,6.6,0.01,0.04,0.1,,1.03,0.01,0.03,10,101.9,7.8,27.8,6.1,3.6,"","22.05.1995","","ZA0214"
"ZA",21,5,80,100,"750127",68.1,15.9,6.9,0.01,0,0.1,,1.04,0.02,0.03,10,102.1,7.3,26.3,5.7,3.6,"","22.05.1995","","ZA0215"
"ZA",21,6,100,120,"750128",62.6,18.6,8.2,0,0,0.2,,1.11,0.02,0.04,8.7,99.5,5.7,20.3,4.5,3.6,"","22.05.1995","","ZA0216"
"ZA",21,7,120,140,"750129",67.1,17.7,7.2,0,0.02,0.25,,1,0.01,0.03,7.7,101,6.4,24.8,5.1,3.9,"","22.05.1995","","ZA0217"
"ZA",21,8,140,160,"750130",67.8,16.5,7.2,0,0,0.12,,1.04,0.01,0.03,9.2,101.9,7,25.1,5.5,3.6,"","22.05.1995","","ZA0218"
"ZA",21,9,160,180,"750131",68.4,16.3,7.4,0,0.05,0.16,,1.01,0.06,0.06,9.3,102.7,7.1,24.6,5.5,3.5,"","22.05.1995","","ZA0219"
"TR",8,1,0,3,"730030",31.4,7.8,3.1,25.47,2.41,1.38,,0.38,0.04,0.17,26,98.2,6.8,27,5.5,3.9,"","23.07.1996","OSP","TR0081"
"TR",8,2,3,33,"730031",28.3,7.2,2.8,27.31,2.43,1.24,,0.33,0.03,0.16,27.6,97.4,6.7,26.9,5.3,4,"","23.07.1996","OSP","TR0082"
"TR",8,3,33,55,"730032",23.3,6,2.4,29.94,2.93,0.77,,0.27,0.02,0.13,30.4,96.2,6.6,25.8,5.3,3.9,"","23.07.1996","OSP","TR0083"
"TR",8,4,55,83,"730033",26.3,7.1,2.8,28.28,3.22,0.8,,0.33,0.03,0.12,28.2,97.2,6.3,25,5,4,"","23.07.1996","OSP","TR0084"
"TR",8,5,83,110,"730034",26.3,7,2.8,28.16,3.24,0.85,,0.32,0.03,0.11,27.6,96.4,6.4,25,5.1,3.9,"","23.07.1996","OSP","TR0085"
"TR",12,1,0,25,"730045",57.9,16.2,9.7,1.99,1.43,1.35,,2.12,0.19,0.32,7.9,99.1,6.1,15.9,4.4,2.6,"","16.06.1994","","TR0121"
"TR",12,2,25,63,"730046",56.9,16.1,10.1,2.4,1.38,1.3,,2.04,0.19,0.27,8,98.7,6,15,4.3,2.5,"","16.06.1994","","TR0122"
"TR",12,3,63,88,"730047",38.8,13.1,6.7,15,2.78,1.08,,2.04,0.19,0.38,17.4,97.5,5,15.4,3.8,3.1,"","16.06.1994","","TR0123"
"TR",12,4,88,120,"730048",35.3,14.3,6.1,17.06,3.39,1.43,,1.84,0.08,0.52,17,97,4.2,15.4,3.3,3.7,"","16.06.1994","","TR0124"
"TR",15,1,0,31,"730056",52.6,12.4,3.3,5.99,1.86,1.82,,0.42,0.22,0.07,21.6,100.3,7.2,42.4,6.2,5.9,"","16.06.1994","","TR0151"
"TR",15,2,31,42,"730057",22.9,6.4,2.2,32.04,1.25,0.93,,0.21,0.13,0.12,29.9,96.1,6.1,27.7,5,4.6,"","16.06.1994","","TR0152"
"TR",15,3,42,95,"730058",29.3,7.8,2.4,27.91,1.28,1.08,,0.25,0.13,0.11,27.4,97.7,6.4,32.5,5.3,5.1,"","16.06.1994","","TR0153"
"CM",1,1,0,15,"810267",40,19,16.9,0.38,0.3,0.14,,5.6,0.37,0.46,17,100.1,3.6,6.3,2.3,1.8,"","","","CM0011"
"CM",1,2,15,38,"810268",37.8,23.1,17.6,0.13,0.25,0.15,,5.27,0.28,0.42,14.5,99.5,2.8,5.7,1.9,2.1,"","","","CM0012"
"CM",1,3,38,55,"810269",36.2,23,17.1,0.09,0.25,0.14,,5.05,0.22,0.41,16.7,99.2,2.7,5.6,1.8,2.1,"","","","CM0013"
"CM",1,4,55,83,"810270",35.7,24.1,17.5,0.09,0.22,0.15,,5.07,0.18,0.42,14,97.4,2.5,5.4,1.7,2.2,"","","","CM0014"
"CM",1,5,83,137,"810271",36.8,25,17.6,0.08,0.22,0.16,,5.11,0.16,0.43,13.7,99.3,2.5,5.6,1.7,2.2,"","","","CM0015"
"CM",1,6,137,165,"810272",36.1,25.4,17.5,0.08,0.2,0.15,,4.95,0.1,0.41,14.2,99.1,2.4,5.5,1.7,2.3,"","","","CM0016"
"CM",1,7,165,210,"810273",36.1,25.4,17.5,0.08,0.19,0.15,,4.89,0.07,0.39,14,98.8,2.4,5.5,1.7,2.3,"","","","CM0017"
"MZ",1,1,0,4,"830001",63.4,15.1,9.3,0.1,0.1,0.29,,3.61,0.13,0.32,8.5,100.9,7.1,18.1,5.1,2.5,"","16.06.1994","","MZ0011"
"MZ",1,2,4,15,"830002",60.2,17.2,9.7,0.07,0.06,0.3,,3.54,0.12,0.28,8.8,100.3,5.9,16.5,4.4,2.8,"","16.06.1994","","MZ0012"
"MZ",1,3,30,45,"830003",57.5,22,9.8,0.03,0.07,0.24,,2.77,0.08,0.33,8.9,101.7,4.4,15.6,3.5,3.5,"","16.06.1994","","MZ0013"
"MZ",1,4,70,85,"830004",55.9,21.7,10.2,0.03,0.06,0.23,,2.99,0.06,0.17,8.9,100.2,4.4,14.6,3.4,3.3,"","16.06.1994","","MZ0014"
"MZ",1,5,130,145,"830005",53.2,23.4,10.4,0.03,0.07,0.23,,2.78,0.06,0.17,9.6,99.9,3.9,13.6,3,3.5,"","16.06.1994","","MZ0015"
"MZ",1,6,260,290,"830006",52,25.4,10.6,0.04,0.07,0.16,,2.38,0.06,0.14,9.9,100.8,3.5,13.1,2.7,3.8,"","16.06.1994","","MZ0016"
"MZ",2,1,0,15,"830008",58.2,18.7,10.9,0.03,0.05,0.1,,2.98,0.12,0.18,9.6,100.9,5.3,14.2,3.9,2.7,"","16.06.1994","","MZ0021"
"MZ",2,2,15,30,"830009",47.5,25.8,11.9,0.01,0.04,0.08,,2.44,0.09,0.18,11.4,99.4,3.1,10.6,2.4,3.4,"","16.06.1994","","MZ0022"
"MZ",2,3,30,65,"830010",46,27,12.1,0.02,0.06,0.07,,2.4,0.08,0.16,11.8,99.7,2.9,10.1,2.2,3.5,"","16.06.1994","","MZ0023"
"MZ",2,4,65,130,"830011",47.9,25.3,12.1,0,0.06,0.08,,2.66,0.07,0.08,11.4,99.7,3.2,10.5,2.5,3.3,"","16.06.1994","","MZ0024"
"MZ",2,5,130,240,"830012",43.8,27.7,12.9,0,0.07,0.08,,2.67,0.07,0.07,11.7,99.1,2.7,9,2.1,3.4,"","16.06.1994","","MZ0025"
"MZ",2,6,240,280,"830013",46.8,27.5,12.5,0,0.02,0.07,,2.35,0.09,0.06,11,100.4,2.9,10,2.2,3.5,"","16.06.1994","","MZ0026"
"MZ",2,7,240,280,"830014",47.7,27.7,12.4,0,0.03,0.07,,2.32,0.09,0.06,10.8,101.2,2.9,10.2,2.3,3.5,"","16.06.1994","","MZ0027"
"MZ",2,8,350,370,"830015",47,26.2,12.2,0,0.02,0.06,,2.06,0.06,0.05,10.7,98.4,3,10.3,2.3,3.4,"","16.06.1994","","MZ0028"
"MZ",2,9,550,560,"830016",50.1,26.2,11.5,0,0.08,0.05,,1.51,0.05,0.03,10.3,99.8,3.2,11.6,2.5,3.6,"","16.06.1994","","MZ0029"
"MZ",3,1,0,5,"830017",44.4,20.4,18.3,0.16,0.19,0.34,,5.34,0.22,0.29,10.8,100.4,3.7,6.5,2.3,1.7,"","16.06.1994","","MZ0031"
"MZ",3,2,5,17,"830018",43.3,22.4,17.6,0.13,0.17,0.32,,4.75,0.2,0.24,10.7,99.8,3.3,6.5,2.2,2,"","16.06.1994","","MZ0032"
"MZ",3,3,17,30,"830019",42.4,25.8,16.2,0.1,0.13,0.25,,3.78,0.17,0.23,11,100.1,2.8,7,2,2.5,"","16.06.1994","","MZ0033"
"MZ",3,4,30,60,"830020",40.8,28.5,15,0.07,0.11,0.21,,3.07,0.14,0.16,11.8,99.9,2.4,7.2,1.8,3,"","16.06.1994","","MZ0034"
"MZ",3,5,60,95,"830021",41.8,28.4,15.7,0.06,0.09,0.21,,3.4,0.11,0.08,11.2,101.1,2.5,7.1,1.8,2.8,"","16.06.1994","","MZ0035"
"MZ",3,6,95,160,"830022",40.2,29.4,15.9,0.05,0.11,0.16,,3.33,0.09,0.08,11.6,100.9,2.3,6.7,1.7,2.9,"","16.06.1994","","MZ0036"
"MZ",3,7,160,260,"830023",42.4,29.1,15.7,0.06,0.13,0.09,,2.63,0.29,0.09,11,101.5,2.5,7.2,1.8,2.9,"","16.06.1994","","MZ0037"
"MZ",3,8,330,390,"830024",42.1,29.4,14.3,0.07,0.11,0.07,,2.31,0.09,0.07,11.4,99.9,2.4,7.8,1.9,3.2,"","16.06.1994","","MZ0038"
"MZ",4,1,0,5,"830026",76.8,7.1,7,0.27,0.16,0.05,,2.74,0.13,0.03,6.3,100.6,18.4,29.2,11.3,1.6,"","16.06.1994","","MZ0041"
"MZ",4,2,5,18,"830027",75.4,8.8,7.7,0.2,0.16,0.03,,2.67,0.12,0.03,6.1,101.2,14.5,26.1,9.3,1.8,"","16.06.1994","","MZ0042"
"MZ",4,3,18,28,"830028",69.9,12.2,8.8,0.14,0.09,0.02,,2.29,0.11,0.03,6.6,100.2,9.7,21.1,6.7,2.2,"","16.06.1994","","MZ0043"
"MZ",4,4,30,50,"830029",63.5,16.6,10.2,0.1,0.1,0.02,,1.77,0.09,0.03,7.5,99.9,6.5,16.6,4.7,2.6,"","16.06.1994","","MZ0044"
"MZ",4,5,60,90,"830030",59.4,19.9,11.4,0.08,0.09,0.02,,1.69,0.08,0.03,8.3,101,5.1,13.9,3.7,2.7,"","16.06.1994","","MZ0045"
"MZ",4,6,125,170,"830031",59.2,18.3,11.3,0.08,0.07,0.02,,1.88,0.1,0.02,7.5,98.5,5.5,13.9,3.9,2.5,"","16.06.1994","","MZ0046"
"MZ",4,7,225,275,"830032",60.1,19.3,11.9,0.09,0.09,0.02,,1.84,0.11,0.01,7.6,101.1,5.3,13.4,3.8,2.5,"","16.06.1994","","MZ0047"
"MZ",5,1,0,15,"830033",50.3,20.8,10.3,3.61,1.96,0.91,,0.81,0.13,0.11,10.8,99.7,4.1,13,3.1,3.2,"","16.06.1994","","MZ0051"
"MZ",5,2,15,30,"830034",49.4,21.5,11.1,3.31,1.84,0.75,,0.81,0.14,0.04,10.1,99,3.9,11.8,2.9,3,"","16.06.1994","","MZ0052"
"MZ",5,3,30,50,"830035",47.1,23.8,11.5,2.29,1.49,0.65,,0.85,0.12,0.02,12,99.8,3.4,10.9,2.6,3.2,"","16.06.1994","","MZ0053"
"MZ",5,4,50,82,"830036",44.8,27.9,11.8,1.37,1.11,0.45,,0.73,0.09,0.01,11.7,100,2.7,10.1,2.1,3.7,"","16.06.1994","","MZ0054"
"MX",5,5,82,125,"810037",4.2,26.9,12.7,2.19,1.1,0,,0.7,0.11,0,10.8,99.7,2,9.3,2,3.3,"","16.06.1994","","MX0051"
"MZ",6,1,0,21,"830409",90,5,1,0,0.06,0.31,,0,0.05,0.01,3.1,101,8.3,171,4.3,6,"","16.06.1994","","MZ0061"
"MZ",6,2,21,52,"830050",90.5,1.1,1.3,0.01,0.04,0.09,,0.75,0.01,0.42,2,100.2,30.8,189.4,26.7,2.2,"","16.06.1994","","MZ0062"
"MX",6,3,52,0,"810451",86.9,8.8,0,0.01,0.05,0,,0.71,0.03,0,1.4,101.9,16.8,116.1,14,8.1,"","16.06.1994","","MX0061"
"MZ",4,4,93,121,"830452",75.1,15.8,2,0.02,0,0.2,0,0.85,0,0.02,6.1,100.9,8.1,77.1,1.3,9.1,"","10.06.1994","","IZ0004"
"MZ",6,5,111,160,"830413",64,22,4,0,0.04,0.18,-1.4,1,0.02,0.01,8,100,4.8,41,4.3,8,"","16.06.1994","","MZ0065"
"MZ",6,6,75,310,"830254",58.5,11.9,10,0,0.04,0.02,,0.99,0,0.07,7,101.4,5.5,9.7,3.5,1.8,"","16.06.1994","","MZ0066"
"MZ",6,7,325,375,"830455",64.6,20.4,8,0,0.05,0.05,,0.96,0.02,0.03,7.7,101.8,5.4,21.5,4.3,4,"","16.06.1994","","MZ0067"
"AU",33,1,0,15,"780112",25.8,19.6,21,0.12,0.37,0.27,,4.21,0.27,1.29,27.7,100.6,2.2,3.3,1.3,1.5,"","02.05.2003","OSP","AU0331"
"AU",33,2,15,25,"780113",26.9,23.1,24.8,0.09,0.37,0.21,,4.88,0.31,1.47,20.1,102.2,2,2.9,1.2,1.5,"","02.05.2003","OSP","AU0332"
"AU",33,3,25,40,"780114",27.8,24.2,25.7,0.06,0.52,0.22,,5.06,0.27,1.29,16.7,101.8,1.9,2.9,1.2,1.5,"","02.05.2003","OSP","AU0333"
"AU",33,4,40,53,"780115",28.3,25.2,25.2,0.12,0.56,0.25,,4.97,0.26,1.29,15.4,101.6,1.9,3,1.2,1.6,"","02.05.2003","OSP","AU0334"
"AU",33,5,53,70,"780116",29.1,24.4,25.8,0.18,0.48,0.27,,5.11,0.27,1.38,14.1,101.1,2,3,1.2,1.5,"","02.05.2003","OSP","AU0335"
"AU",33,6,70,85,"780117",28.4,25.1,26.1,0.17,0.49,0.24,,5.06,0.25,1.28,14.2,101.3,1.9,2.9,1.2,1.5,"","02.05.2003","OSP","AU0336"
"AU",31,1,0,10,"780101",94.3,0.5,4.1,0.16,0,0.03,,0.31,0,0,1,100.4,320.1,61.2,51.4,0.2,"","01.05.2003","OSP","AU0311"
"AU",31,2,10,20,"780102",94,0.8,3.5,0.08,0,0.03,,0.39,0,0,0.8,99.6,199.4,71.5,52.6,0.4,"","01.05.2003","OSP","AU0312"
"AU",31,3,20,40,"780103",94.5,1.4,3.5,0.02,0,0.03,,0.4,0,0,0.8,100.7,114.6,71.9,44.2,0.6,"","01.05.2003","OSP","AU0313"
"AU",31,3,40,50,"780104",95,0.5,3.9,0.02,0,0.02,,0.36,0,0,0.3,100.1,322.5,64.8,54,0.2,"","01.05.2003","OSP","AU0314"
"AU",31,4,50,55,"780105",94.3,1.7,2.8,0.02,0,0.03,,0.58,0,0,0.8,100.2,94.1,89.7,45.9,1,"","01.05.2003","OSP","AU0315"
"AU",31,5,55,70,"780106",94.5,3.4,1,0.04,0,0.04,,0.64,0,0,1.4,101,47.2,251.6,39.7,5.3,"","01.05.2003","OSP","AU0316"
"AU",31,6,70,90,"780107",85.9,8.1,2.9,0.08,0,0.06,,0.69,0,0,3.4,101.1,18,78.9,14.7,4.4,"","01.05.2003","OSP","AU0317"
"AU",31,6,90,110,"780108",81.7,10,3.9,0.05,0,0.07,,0.69,0,0,4.1,100.5,13.9,55.8,11.1,4,"","01.05.2003","OSP","AU0318"
"AU",31,7,110,125,"780109",76.6,12.6,5.6,0.07,0,0.08,,0.71,0,0,4.8,100.5,10.3,36.4,8,3.5,"","01.05.2003","OSP","AU0319"
"AU",31,8,125,150,"780110",65.7,19,7.4,0.08,0,0.19,,0.81,0,0,7.1,100.3,5.9,23.6,4.7,4,"","01.05.2003","OSP","AU031a"
"AU",31,9,150,180,"780111",67,18.1,7.1,0.11,0,0.21,,0.79,0,0,6.7,100,6.3,25.1,5,4,"","01.05.2003","OSP","AU031b"
"UY",1,1,0,23,"820239",85.2,6.6,1.1,0.3,0.1,1.8,,0.6,0,0,3.9,99.6,21.9,206.2,19.8,9.4,"","16.10.1996","OSP","UY0011"
"UY",1,2,23,32,"820240",87.3,6.4,0.9,0.3,0.1,1.8,,0.6,0,0,2.1,99.5,23.2,258.2,21.2,11.2,"","16.10.1996","OSP","UY0012"
"UY",1,3,32,48,"820241",77.7,10.8,3,0.4,0,1.6,,0.6,0,0,4.7,98.8,12.2,69,10.4,5.6,"","16.10.1996","OSP","UY0013"
"UY",1,4,48,78,"820242",77.6,11,2.7,0.5,0.4,1.7,,0.6,0,0,4,98.5,12,76.5,10.4,6.4,"","16.10.1996","OSP","UY0014"
"UY",1,5,78,105,"820243",78.2,10.3,2.6,0.6,0.4,1.9,,0.6,0.1,0,3.2,97.9,12.9,80.1,11.1,6.2,"","16.10.1996","OSP","UY0015"
"UY",1,6,105,153,"820244",79.1,10.4,2.5,0.5,0.5,1.9,,0.6,0,0,3.2,98.7,12.9,84.2,11.2,6.5,"","16.10.1996","OSP","UY0016"
"IN",1,1,0,17,"770001",75.8,12.8,3.4,1.51,1.19,2.24,,0.64,0.06,0.14,2,99.9,10.1,59.2,8.6,5.9,"BaO 0.08%; Na2O not determined","27.02.1995","OSP",""
"IN",1,2,17,48,"770002",72.4,12.3,4.2,1.37,1.39,2.44,,0.64,0.07,0.11,2.6,97.6,10,45.8,8.2,4.6,"BaO 0.09%; Na2O not determined","27.02.1995","OSP",""
"IN",1,3,48,68,"770003",72.6,13,4.5,1.46,1.55,2.54,,0.68,0.07,0.11,2.8,99.3,9.5,42.9,7.8,4.5,"BaO 0.09%; Na2O not determined","27.02.1995","OSP",""
"IN",1,4,68,93,"770004",71,12.9,4.6,1.79,1.62,2.5,,0.69,0.07,0.11,3.1,98.5,9.3,41,7.6,4.4,"BaO 0.10%; Na2O not determined","27.02.1995","OSP",""
"IN",6,1,0,8,"770023",78.6,10.3,4.5,1.35,0.85,1.33,,0.63,0.06,0.03,3.2,100.9,13,46.1,10.1,3.6,"BaO 0.07%","05.03.1995","OSP",""
"IN",6,2,8,38,"770024",70.2,13.5,5.8,1.41,0.9,1.28,,0.75,0.07,0.02,4.3,98.2,8.9,32.4,7,3.7,"BaO 0.07%","05.03.1995","OSP",""
"IN",6,3,38,64,"770025",64.7,15.7,9.2,1.6,1.13,1.12,,0.86,0.11,0.04,6,100.6,7,18.6,5.1,2.7,"BaO 0.09%","05.03.1995","OSP",""
"IN",6,4,64,91,"770026",67.8,16.3,6.9,0.77,0.66,1.34,,0.69,0.08,0.01,6.1,100.6,7.1,26.1,5.6,3.7,"BaO 0.09%","05.03.1995","OSP",""
"IN",6,5,91,150,"770027",67.3,17.9,6.3,1.08,0.84,1.17,,0.66,0.08,0.01,4.5,101.4,6.4,28.5,5.2,4.5,"BaO 0.09%","05.03.1995","OSP",""
"FI",6,2,4,18,"",65,15.4,5.4,1.69,1.98,2.93,2.85,,,,,,7.2,32.4,5.9,4.5,"el. comp. in ash","20.11.1996","OSP",""
"FI",6,4,35,50,"",64.2,15.6,6,1.69,2.21,3.23,2.96,,,,,,7,28.7,5.6,4.1,"el. comp. in ash","20.11.1996","OSP",""
"NO",2,6,56,58,"680120",70.2,12.3,4.6,2.39,1.48,1.66,,0.64,0.07,0.1,3.7,97.1,9.7,40.6,7.8,4.2,"","28.01.1997","OSP",""
"DE",11,3,5,14,"670155",60.9,12.5,4.8,0.05,0.43,2.23,0.34,0.85,0.04,0.13,17.8,100,8.3,33.8,6.6,4.1,"","03.02.1997","OSP",""
"BW",1,1,0,12,"850431",63,13.4,5.4,0.55,1.26,2.61,,0.65,0.05,0.11,10.3,97.3,8,31.1,6.3,3.9,"Na2O not determined","04.02.2002","OSP",""
"BW",1,2,12,40,"850432",66,16.3,6.5,0.45,0,2.59,,0.7,0.04,0.07,10.9,103.6,6.9,27,5.5,3.9,"Na2O not determined; total too high","04.02.2002","OSP",""
"BW",1,3,40,76,"850433",62.4,17,6.6,0.43,0.77,2.49,,0.68,0.04,0.03,11,101.4,6.2,25.2,5,4,"Na2O not determined","04.02.2002","OSP",""
"BW",1,4,76,122,"850434",67.8,16.4,6.2,0.41,0.45,2.74,,0.67,0.05,0.05,10,104.8,7,29.1,5.7,4.1,"Na2O not determined; total too high","04.02.2002","OSP",""
"BW",1,5,122,160,"850435",67,14.8,5.3,0.49,0.77,3.03,,0.6,0.05,0.03,8.5,100.6,7.7,33.7,6.3,4.4,"Na2O not determined","04.02.2002","OSP",""
"FI",1,12,0,15,"680135",63.5,14.4,5.1,1.9,1.82,2.87,,0.67,0.05,0.19,7.6,98.1,7.5,33,6.1,4.4,"","17.06.2003","OSP",""
"FI",1,3,15,25,"680136",56.6,18.1,9.8,1.7,3.44,3.61,,0.96,0.08,0.14,4.9,99.3,5.3,15.4,3.9,2.9,"","17.06.2003","OSP",""
"FI",1,34,25,42,"680137",52.9,18.1,11.5,1.65,3.7,3.86,,0.98,0.09,0.19,5.2,98.2,5,12.3,3.5,2.5,"","17.06.2003","OSP",""
"FI",1,45,42,59,"680138",52,18.6,11.3,1.73,3.91,3.96,,1.01,0.1,0.21,5,97.8,4.7,12.2,3.4,2.6,"","17.06.2003","OSP",""
"FR",11,3,7,21,"660045",76.2,8.2,1.4,0.14,0.4,1.46,,0.94,0.01,0.12,12.1,101,15.8,144.9,14.2,9.2,"","19.06.2003","OSP",""
"FR",11,4,24,35,"660046",80.2,9.5,1.9,0.18,0.48,1.77,,0.98,0.01,0.06,5.2,100.3,14.3,112.4,12.7,7.8,"","19.06.2003","OSP",""
"FR",11,5,37,72,"660047",77.1,10.9,4.1,0.17,0.77,1.93,,0.92,0.02,0.05,4.5,100.5,12,50.1,9.7,4.2,"","19.06.2003","OSP",""
"FR",11,6,80,110,"660048",77.5,11.2,4.3,0.18,0.96,2.07,,0.9,0.05,0.07,3.5,100.7,11.7,18,9.4,4.1,"","19.06.2003","OSP",""
"FR",11,7,110,128,"660049",76.9,11,4.1,0.24,0.85,1.97,,0.88,0.03,0.08,3.4,99.4,11.9,49.9,9.6,4.2,"","19.06.2003","OSP",""
"FI",1,5,59,90,"680139",51.6,18.6,11.2,1.83,4.14,4,,1.04,0.11,0.21,5,97.7,4.7,12.2,3.4,2.6,"","17.06.2003","OSP",""
"FR",11,1,-5,0,"660043",,,,,,,,,,,,,,,,,"","19.06.2003","OSP",""
"FR",11,2,0,7,"660044",67.6,7,1.7,0.14,0.27,1.26,,0.83,0.01,0.16,21.6,100.6,16.4,105.9,14.2,6.5,"","19.06.2003","OSP",""
"GL",3,1,0,5,"",53.4,18.6,10,6.39,5.53,0.4,3.61,1.41,0.1,0.46,,,4.87,,,,"Data Soils Department University of Utrecht; sample nr. 81-422","24.09.2003","OSP",""
"GL",3,2,15,18,"",52.5,18.4,10.7,6.7,5.9,0.36,3.39,1.3,0.11,0.72,,,4.86,,,,"Data Soils Department University of Utrecht; sample nr. 81-424","24.09.2003","OSP",""
"GL",3,3,25,35,"",53.1,19.3,10.3,6.21,4.9,0.4,3.75,1.46,0.09,0.44,,,4.68,,,,"Data Soils Department University of Utrecht; sample no. 81-423","24.09.2003","OSP",""
"GL",3,4,40,,"",54.2,20.2,9,5.69,4.21,0.59,4.27,1.57,0.09,0.08,,,4.57,,,,"Data Soils Department University of Utrecht; sample nr. 81-425","24.09.2003","OSP",""
"GL",4,1,0,5,"",52.9,18,10.1,6.78,5.98,0.6,3.46,1.5,0.11,0.54,,,5,,,,"Data Soils Department University of Utrecht; sample nr. 81-426","25.09.2003","OSP",""
"GL",4,2,5,30,"",53,18.7,10,6.42,5.58,0.4,3.57,1.7,0.1,0.4,,,4.8,,,,"Data Soils Department University of Utrecht; sample nr. 81-427","25.09.2003","OSP",""
"GL",4,3,30,40,"",48.2,14,17,5.77,7.86,0.4,2.73,3.41,0.15,0.46,,,5.8,,,,"Data Soils Department University of Utrecht; sample nr. 81-428","25.09.2003","OSP",""
"GL",4,4,45,,"",38,7.9,30.3,3.86,9.03,0.23,1.46,8.8,0.21,0.29,,,8.2,,,,"Data Soils Department University of Utrecht; sample nr. 81-429","25.09.2003","OSP",""
"HU",2,1,0,10,"970134",45.1,10.1,3.9,11.47,1.25,1.58,,0.6,0.1,0.35,24.8,99.3,7.6,30.8,6.1,4.1,"","25.09.2003","OSP",""
"HU",2,2,10,30,"970135",47.6,10.6,4.1,10.26,1.34,1.58,,0.65,0.11,0.34,233,99.9,7.6,30.9,6.1,4.1,"","25.09.2003","OSP",""
"NL",2,1,0,2,"690029",,,,,,,,,,,,,,,,,"Organic sample","","",""
"NL",2,2,2,7,"690030",87.1,3,1,0.1,0,0.86,,0.2,0.01,0.06,7.9,100.2,49.3,231.9,40.6,4.7,"","09.01.2004","OSP",""
"NL",2,3,8,12,"690031",89.9,3.3,0.9,0.1,0,0.91,,0.21,0.03,0.04,4.2,99.6,46.2,265.9,39.4,5.8,"","09.01.2004","OSP",""
"NL",2,4,12,27,"690032",91.4,3.9,1,0.11,0,0.94,,0.22,0.03,0.03,2.6,100.2,39.8,243.3,34.2,6.1,"","09.01.2004","OSP",""
"NL",2,5,37,57,"690033",95.1,3.3,0.9,0.11,0,0.9,,0.19,0.01,0.02,1.4,101.9,48.9,281.3,41.7,5.8,"","09.01.2004","OSP",""
"NL",2,6,72,82,"690034",97.3,2.7,0.6,0.1,0,0.99,,0.11,-0.01,0,0.5,102.3,61.2,431.7,53.6,7.1,"","09.01.2004","OSP",""
"NL",6,1,0,8,"710121",58,12.6,5.2,1.22,1.29,2.24,,0.69,0.13,0.56,18.9,100.8,7.8,29.9,6.2,3.8,"","12.01.2004","OSP",""
"NL",6,2,8,30,"710122",64.6,14.7,5.9,0.91,1.5,2.45,,0.81,0.11,0.2,8.7,99.9,7.5,29.3,6,3.9,"","12.01.2004","OSP",""
"NL",6,3,30,55,"710123",64.4,16.3,6.4,0.86,1.71,2.49,,0.84,0.08,0.13,7.2,100.5,6.7,26.6,5.4,4,"","12.01.2004","OSP",""
"NL",6,4,55,90,"710124",58,17.4,9,1,2.16,2.71,,0.8,0.24,0.21,7.7,99.3,5.6,17.2,4.2,3,"","12.01.2004","OSP",""
