"ISO","ID","HORI","TOP","BOT","SAMPLENO","SIO2","AL2O3","FE2O3","CAO","MGO","K2O","NA2O","TIO2","MNO2","P2O5","IGN","TOTAL","RATIOSIAL","RATIOSIFE","RATIOSIR","RATIOALFE","SOELREM","EDITDATE","VERIFIED","CODETYPE"
"IT",6,3,55,70,"690095",50.5,23.3,7.9,0.75,,2.2,0.28,0.98,,,14.5,97.1,3.7,17,3,4.6,"","","","IT0063"
"IT",6,4,90,105,"690096",48.6,24.9,7.8,0.85,,2.1,0.24,0.91,,,15.4,97.6,3.3,16.6,2.8,5,"","","","IT0064"
"IT",6,5,120,130,"690097",44.4,27.2,8,0.74,,1.9,0.19,0.82,,,17.3,97.4,2.8,14.8,2.3,5.3,"","","","IT0065"
"IT",6,6,130,145,"690098",7.9,4.2,1.3,19.5,,0.41,0.05,0.72,,,40.8,71.8,3.2,16.2,2.7,5.1,"","","","IT0066"
"IT",7,2,0,10,"690089",62.3,16,5.5,1.2,,2.2,0.66,0.69,,,12.1,97,6.6,30.2,5.4,4.6,"","","","IT0072"
"IT",7,3,20,35,"690090",63.4,17.2,5.9,1.2,,2.2,0.59,0.73,,,10.9,98.5,6.3,28.6,5.1,4.6,"","","","IT0073"
"IT",7,4,40,60,"690091",63,17.6,6.1,0.88,,2.3,0.59,0.84,,,10.2,97.9,6.1,27.5,5,4.5,"","","","IT0074"
"IT",7,5,75,95,"690092",58.9,18.3,6.3,0.66,,2.4,0.61,0.85,,,12.2,96.6,5.5,24.9,4.5,4.6,"","","","IT0075"
"IT",14,1,0,5,"800100",53.6,22.3,8.4,0.6,0.8,2.4,0.4,1.2,0.3,0.2,9.2,99.4,4.1,17,3.3,4.2,"","14.06.1996","OSP","IT0141"
"IT",14,2,5,15,"800101",52.3,23.5,8.8,0.3,0.8,2.3,0.3,1.3,0.3,0.2,9.5,99.6,3.8,15.7,3.1,4.4,"","14.06.1996","OSP","IT0142"
"IT",14,3,15,40,"800102",49.3,25.2,9.1,0.8,0.7,2,0.3,1.2,0.2,0.2,10.6,99.6,3.3,14.4,2.7,4.3,"","14.06.1996","OSP","IT0143"
"IT",14,4,40,60,"800103",44.3,30.1,9.2,0.3,0.5,1.1,0.1,1,0.1,0.3,12.6,99.6,2.5,12.8,2.1,5.1,"","14.06.1996","OSP","IT0144"
"IT",14,5,60,80,"800104",44.3,30.1,9.2,0.3,0.5,1.1,0.1,1,0.1,0.3,12.6,99.6,2.5,12.8,2.1,5.1,"","14.06.1996","OSP","IT0145"
"IT",14,6,80,110,"800105",45.4,29.2,9.8,0.3,0.5,1.3,0.1,1,0,0.3,12,99.9,2.6,12.3,2.2,4.7,"","14.06.1996","OSP","IT0146"
"IT",14,7,110,140,"800106",45.4,29.2,9.8,0.3,0.5,1.3,0.1,1,0,0.3,12,99.9,2.6,12.3,2.2,4.7,"","14.06.1996","OSP","IT0147"
"IT",14,9,170,200,"800108",47.8,27.8,9.4,0.3,0.7,1.5,0.1,1,0.1,0.2,11,99.9,2.9,13.5,2.4,4.6,"","14.06.1996","OSP","IT0149"
"IT",16,1,0,4,"800117",32.4,15.7,4.5,1.78,0.94,3.55,,0.53,0.11,0.41,38.1,98,3.5,19.2,3,5.5,"","","","IT0161"
"IT",16,2,4,29,"800118",43.4,20.9,5.5,1.74,1.05,5.17,,0.64,0.15,0.4,20.7,99.7,3.5,21,3,6,"","","","IT0162"
"IT",16,3,29,47,"800119",46.1,25.6,6.2,1.98,0.73,5.48,,0.71,0.17,0.29,11,98.3,3.1,19.8,2.6,6.5,"","","","IT0163"
"IT",16,4,47,66,"800120",46.2,25.4,6.4,1.97,0.74,5.25,,0.73,0.18,0.28,10.4,97.6,3.1,19.2,2.7,6.2,"","","","IT0164"
"IT",16,5,66,85,"800121",49.7,24,6,2.31,0.79,6.12,,0.68,0.17,0.27,8,98,3.5,22.1,3,6.3,"","","","IT0165"
"IT",16,6,85,110,"800122",49.8,23.1,5.7,2.38,0.91,6.23,,0.65,0.17,0.25,7.7,96.9,3.7,23.3,3.2,6.4,"","","","IT0166"
"IT",17,1,0,35,"",48.4,9.8,3.4,16.5,1.1,1.4,0.6,0.4,0.1,0.1,18.6,100,8.4,37.4,6.9,4.5,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP","IT0171"
"IT",17,2,35,60,"",45.3,10.1,3.3,18.4,1.1,1.4,0.6,0.4,0.1,0.1,19.2,100,7.6,36.4,6.3,4.8,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP","IT0172"
"IT",17,3,60,100,"",52,10.6,4,13.3,1.3,1.5,0.7,0.5,0.1,0.1,15.9,100,8.3,34.6,6.7,4.2,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP","IT0173"
"IT",17,4,100,140,"",49.4,9.4,3.4,15.7,1.4,1.4,0.7,0.4,0.1,0.1,18,100,8.9,38.5,7.2,4.3,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP","IT0174"
"IT",17,5,140,180,"",51.8,10.2,3.7,14.2,1.4,1.5,0.7,0.5,0.1,0.1,15.8,100,8.6,37.7,7,4.4,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP","IT0175"
"IT",17,6,180,230,"",50.6,13.8,4.5,11.5,2,1.9,0.7,0.6,0.1,0.1,14.2,100,6.2,29.6,5.2,4.8,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP","IT0176"
"IT",17,7,0,0,"",58.2,11.1,1.9,8.6,2,1.8,0.9,0.5,0.1,0.1,14.8,100,8.9,80.2,8,9,"data from Spaargaren (1979), profile Sp/166","25.06.1996","OSP","IT0177"
"MY",51,2,7,15,"730065",96.7,0,0.1,0.01,0.13,0,,0.08,0,0,2.6,99.6,,2574.4,2574.4,0,"","08.05.1995","","MY0512"
"MY",51,3,30,50,"730066",99.2,0,0.2,0,0,0,,0.04,0,0,0.1,99.5,,1320.5,1320.5,0,"","08.05.1995","","MY0513"
"MY",51,4,80,88,"730067",97.9,0.4,0.4,0,0,0.01,,2.07,0.02,0.01,0.8,101.6,415.4,651.6,253.7,1.6,"","08.05.1995","","MY0514"
"MY",51,5,88,92,"730068",75.4,6.4,6.4,0,0.03,0.05,,1.15,0.02,0.01,10.7,100.2,20,31.4,12.2,1.6,"","08.05.1995","","MY0515"
"MY",51,6,100,120,"730069",70.7,13.3,5.6,0,0.05,0.07,,0.84,0.02,0.01,9.3,99.9,9,33.6,7.1,3.7,"","08.05.1995","","MY0516"
"MY",52,1,0,10,"730070",97.5,0.4,0.2,,0.02,0.06,,0.24,0.01,,2.7,99.1,413.7,1297.8,313.7,3.1,"","08.05.1995","","MY0521"
"MY",52,2,10,58,"730071",99.8,0.2,0.2,,0.01,0.01,,0.41,0.01,,0.2,98.8,846.9,1328.5,517.2,1.6,"","08.05.1995","","MY0522"
"MY",52,3,58,75,"730072",99.7,0.2,0.2,,,0.02,,0.28,0.01,,0.4,97.8,846,1327.1,516.7,1.6,"","08.05.1995","","MY0523"
"MY",52,4,75,90,"730073",96.9,0.8,0.3,,0.01,0.12,,0.26,0.01,,1.7,98.1,205.6,859.9,165.9,4.2,"","08.05.1995","","MY0524"
"MY",52,5,90,108,"730074",95.3,1.7,0.4,,0.08,0.29,,0.25,,0.01,3.3,99.3,95.1,634.3,82.7,6.7,"","08.05.1995","","MY0525"
"MY",52,6,110,120,"730075",95,1.8,1,,0.03,0.27,,0.29,0.01,0.01,1.8,99.2,89.6,252.9,66.1,2.8,"","08.05.1995","","MY0526"
"MY",54,1,0,10,"730083",90.9,1.3,3.9,0.05,0.1,0.09,,1.84,0.07,0.07,2.6,100.9,118.7,62.1,40.7,0.5,"","08.05.1995","","MY0541"
"MY",54,2,16,25,"730084",92.4,1.4,4,0.06,0.09,0.09,,1.84,0.07,0.08,2,102,112,61.5,39.7,0.5,"","08.05.1995","","MY0542"
"MY",54,3,40,55,"730085",92.6,1.3,3.8,0.03,0.1,0.09,,1.95,0.06,0.05,1.3,101.3,120.9,64.9,42.2,0.5,"","08.05.1995","","MY0543"
"MY",54,4,75,95,"730086",89.7,1.7,4.5,0.03,0.11,0.11,,2.25,0.07,0.07,1.5,100,89.6,53.1,33.3,0.6,"","08.05.1995","","MY0544"
"MY",54,5,110,120,"730087",90.4,1.7,4.8,0.03,0.13,0.2,,1.8,0.06,0.07,1.2,100.4,90.2,50.1,32.2,0.6,"","08.05.1995","","MY0545"
"MY",55,1,0,18,"730088",91.3,1.1,2.9,1.93,0.5,0.16,,0.74,0.06,0.04,2.9,101.6,140.9,83.8,52.5,0.6,"","08.05.1995","","MY0551"
"MY",55,2,18,45,"730089",90.3,1.2,2.5,2.72,0.48,0.19,,0.54,0.05,0.02,3,101,127.7,96.2,54.9,0.8,"","08.05.1995","","MY0552"
"MY",55,3,45,75,"730090",92,1.1,2.6,2.36,0.49,0.18,,0.51,0.05,0.03,2.4,101.7,141.9,94.2,56.6,0.7,"","08.05.1995","","MY0553"
"MY",55,4,75,92,"730091",84.6,1.2,2.2,6.52,0.68,0.24,,0.11,0.05,0.03,6.2,101.8,119.7,102.4,55.2,0.9,"","08.05.1995","","MY0554"
"MY",55,5,100,120,"730092",89.6,1.2,2.5,3.53,0.61,0.19,,0.28,0.04,0.03,3.7,101.7,126.7,95.4,54.4,0.8,"","08.05.1995","","MY0555"
"MY",56,1,0,5,"730093",35.3,20.8,17.8,0.02,0.14,0.07,,2.6,0.02,0.11,23.5,100.4,2.9,5.3,1.9,1.8,"","08.05.1995","","MY0561"
"MY",56,2,6,23,"730094",35,23.4,20.5,0,0.09,0.03,,2.94,0.02,0.09,17,99.1,2.5,4.5,1.6,1.8,"","08.05.1995","","MY0562"
"MY",56,3,23,43,"730095",34.1,25.1,22.8,0,0.11,0.03,,3.28,0.03,0.09,15.5,101,2.3,4,1.5,1.7,"","08.05.1995","","MY0563"
"MY",56,4,65,83,"730096",32.4,25.6,24,0,0.11,0.03,,3.45,0.03,0.09,14.7,100.4,2.1,3.6,1.3,1.7,"","08.05.1995","","MY0564"
"MY",56,5,83,120,"730097",43.1,22.5,19.4,0,0.13,0.02,,2.82,0.03,0.07,12.2,100.3,3.3,5.9,2.1,1.8,"","08.05.1995","","MY0565"
"MY",56,6,,,"730098",49.9,19.7,17.1,0,0.08,0.02,,2.47,0.02,0.06,10.8,100.2,4.3,7.8,2.8,1.8,"","08.05.1995","","MY0566"
"MY",59,1,3,13,"730110",65,15.2,5.7,0.03,0.37,0.5,,1.1,0.01,0.03,13.1,101,7.3,30.4,5.9,4.2,"","08.05.1995","","MY0591"
"MY",59,2,13,33,"730111",65.7,17.9,7.1,,0.4,0.53,,1.18,,0.02,8.3,99.1,6.2,24.6,5,4,"","08.05.1995","","MY0592"
"MY",59,3,33,67,"730112",52.9,19.1,17.7,,0.36,0.57,,0.98,0.01,0.04,8.8,99.5,4.7,8,3,1.7,"","08.05.1995","","MY0593"
"MY",59,4,67,107,"730113",54.7,25.2,8.6,,0.67,1.2,,1.19,,0.05,9.2,98.8,3.7,16.9,3,4.6,"","08.05.1995","","MY0594"
"MY",59,5,107,120,"730114",61.2,23.7,5.5,,0.76,1.66,,1.03,,0.03,7.8,99.7,4.4,29.6,3.8,6.8,"","08.05.1995","","MY0595"
"MY",61,1,0,5,"830198",89,1.2,3.6,0.2,0.14,0.12,,0.99,0.06,0.07,4.3,99.7,125.9,65.8,43.2,0.5,"","08.05.1995","","MY0611"
"MY",61,2,10,20,"830199",92.3,1.1,3.5,0.11,0.14,0.13,,1.09,0.06,0.06,1.3,99.8,142.4,70.2,47,0.5,"","08.05.1995","","MY0612"
"MY",61,3,35,45,"830200",95.1,1.1,3.5,0.1,0.24,0.16,,1.03,0.08,0.04,0.7,102.1,146.7,72.3,48.5,0.5,"","08.05.1995","","MY0613"
"MY",61,4,60,70,"830201",77.3,1.8,8.9,0.32,0.65,0.12,,5.53,0.27,0.17,1.8,96.9,72.9,23.1,17.6,0.3,"","08.05.1995","","MY0614"
"MY",61,5,80,90,"830202",85.6,1.2,3.8,3.49,0.37,0.2,,1.42,0.1,0.06,4,100.2,121.1,60,40.1,0.5,"","08.05.1995","","MY0615"
"MY",61,6,110,130,"830203",58.1,2.2,14.3,0.53,0.82,0.09,,13.7,0.61,0.33,1.8,92.5,44.8,10.8,8.7,0.2,"","08.05.1995","","MY0616"
"NO",2,3,31,37,"680123",80.9,10.3,1.3,1.59,0.57,1.72,,0.61,0.02,0.01,1.8,98.8,13.3,165.7,12.3,12.4,"","28.01.1997","OSP","NO0023"
"NO",2,4,37,48,"680122",66.9,12.4,4.5,2.28,0.92,1.26,,1.06,0.05,0.07,13.5,102.9,9.2,39.6,7.4,4.3,"","28.01.1997","OSP","NO0024"
"NO",2,5,48,56,"680121",72.8,13.9,4.1,2.28,1.28,1.48,,0.69,0.05,0.07,8.8,105.4,8.9,47.3,7.5,5.3,"","28.01.1997","OSP","NO0025"
"KE",2,1,0,17,"800175",48.4,11.1,5.1,2.15,0.28,2.6,3.27,0.54,0.41,0.27,21.8,92.7,7.4,25.3,5.7,3.4,"","30.03.1995","","KE0021"
"KE",2,2,17,41,"800176",56.5,12,5.8,1.42,0.22,3.29,4.56,0.55,0.33,0.13,10.9,91.1,8,25.9,6.1,3.2,"","30.03.1995","","KE0022"
"KE",2,3,41,49,"800177",58.1,13,6.1,1.12,0.19,3.7,5.76,0.6,0.33,0.09,5.9,89.1,7.6,25.4,5.8,3.3,"","30.03.1995","","KE0023"
"KE",2,4,49,75,"800178",64.9,10.2,4.9,0.85,0.25,1.85,1.96,0.51,0.32,0.13,12.8,96.7,10.8,35.3,8.3,3.3,"","30.03.1995","","KE0024"
"KE",2,5,75,105,"800179",51.3,16.1,6.9,0.84,0.29,2.49,2.55,0.69,0.32,0.18,15.8,94.9,5.4,19.8,4.2,3.7,"","30.03.1995","","KE0025"
"KE",2,6,105,140,"800180",43.7,21.3,9.7,0.46,0.44,2.62,2.39,0.94,0.39,0.24,14.8,94.6,3.5,12,2.7,3.4,"","30.03.1995","","KE0026"
"KE",3,1,0,15,"800182",66.7,13,5.5,0.58,0.29,2.9,,0.69,0.28,0.06,8.5,98.5,8.7,32.3,6.9,3.7,"","30.03.1995","","KE0031"
"KE",3,2,15,26,"800183",68.6,13,5.4,0.54,0.29,2.87,,0.74,0.27,0.06,8,99.8,9,33.8,7.1,3.8,"","30.03.1995","","KE0032"
"KE",3,3,26,38,"800184",74.3,11.4,3.3,0.31,0.13,3.1,,0.71,0.07,0.03,5.2,98.6,11.1,59.9,9.3,5.4,"","30.03.1995","","KE0033"
"KE",3,4,38,49,"800185",50.9,11.9,17.8,0.37,0.21,2.55,,0.63,4.08,0.05,7,95.5,7.3,7.6,3.7,1,"","30.03.1995","","KE0034"
"KE",3,5,49,65,"800186",55.7,19.1,9.8,0.78,0.66,1.89,,0.9,0.43,0.04,9.4,98.7,4.9,15.1,3.7,3.1,"","30.03.1995","","KE0035"
"KE",3,6,80,80,"800187",54.7,19.9,10,0.92,0.77,1.69,,0.94,0.3,0.04,9.4,98.7,4.7,14.6,3.5,3.1,"","30.03.1995","","KE0036"
"KE",3,7,100,100,"800188",55.6,19.2,10.8,0.96,0.86,1.8,,0.91,0.1,0.03,8.6,98.9,4.9,13.7,3.6,2.8,"","30.03.1995","","KE0037"
"KE",3,8,115,115,"800189",56.7,19.5,10.7,0.96,0.85,1.77,,0.88,0.11,0.03,8.5,100,4.9,14.1,3.7,2.9,"","30.03.1995","","KE0038"
"KE",4,1,0,24,"800190",56.5,13.1,8,1.06,0.21,4.2,6.66,0.6,0.26,0.07,8.5,92.5,7.3,18.8,5.3,2.6,"","30.03.1995","","KE0041"
"KE",4,2,24,44,"800191",60.9,13.9,8.6,1.12,0.21,4.52,6.81,0.62,0.28,0.07,2.1,92.3,7.4,18.9,5.3,2.5,"","30.03.1995","","KE0042"
"KE",4,3,44,52,"800192",61.4,13.6,8.7,1.1,0.2,4.72,7.07,0.6,0.26,0.06,1.3,91.9,7.7,18.8,5.4,2.5,"","30.03.1995","","KE0043"
"KE",4,4,52,75,"800193",61.9,13.5,8.7,1.11,0.18,4.64,7.02,0.59,0.27,0.06,1.2,92.2,7.8,18.9,5.5,2.4,"","30.03.1995","","KE0044"
"KE",4,5,75,104,"800194",61.3,12.8,9.2,1.05,0.15,4.6,7.65,0.57,0.31,0.06,0.8,90.8,8.1,17.7,5.6,2.2,"","30.03.1995","","KE0045"
"KE",4,6,104,123,"800195",62.7,12.8,8.9,1.08,0.11,4.52,6.65,0.58,0.34,0.06,2,93.1,8.3,18.8,5.8,2.3,"","30.03.1995","","KE0046"
"KE",4,7,123,130,"800196",63.3,13.2,9.5,1.02,0.11,4.63,7.71,0.58,0.33,0.05,0.5,93.2,8.1,17.7,5.6,2.2,"","30.03.1995","","KE0047"
"KE",4,8,145,160,"800197",62.1,14.8,7.9,0.99,0.2,3.47,4.75,0.63,0.29,0.06,4.6,95,7.1,20.9,5.3,2.9,"","30.03.1995","","KE0048"
"KE",6,1,0,16,"800207",59.4,18.6,8.2,0.26,0.16,0.55,,1.02,0.14,0.1,11.3,99.7,5.4,19.3,4.2,3.6,"","30.03.1995","","KE0061"
"KE",6,2,16,32,"800208",57.9,20.6,8.6,0.17,0.14,0.51,,1.04,0.12,0.08,10.5,99.7,4.8,17.9,3.8,3.8,"","30.03.1995","","KE0062"
"KE",6,3,32,60,"800209",57.9,21.5,9,0.13,0.11,0.49,,1.07,0.09,0.08,9.8,100.2,4.6,17.1,3.6,3.7,"","30.03.1995","","KE0063"
"KE",6,4,60,90,"800210",55.9,22.8,9.6,0.12,0.14,0.48,,1.13,0.09,0.05,9.7,100,4.2,15.5,3.3,3.7,"","30.03.1995","","KE0064"
"KE",6,5,90,120,"800211",55.3,23.4,9.9,0.09,0.12,0.48,,1.16,0.08,0.05,10,100.6,4,14.9,3.2,3.7,"","30.03.1995","","KE0065"
"KE",6,6,120,160,"800212",53.3,24.1,10.3,0.1,0.13,0.47,,1.2,0.07,0.05,10.1,99.8,3.8,13.8,2.9,3.7,"","30.03.1995","","KE0066"
"KE",6,7,160,190,"800213",52.8,25.1,10.7,0.09,0.13,0.46,,1.22,0.08,0.05,10.5,101.1,3.6,13.1,2.8,3.7,"","30.03.1995","","KE0067"
"KE",7,2,0,19,"800215",45.4,27.7,5.2,0.2,0.2,0.53,0.14,1.57,0.15,0.1,15,96.1,2.8,23.2,2.5,8.4,"","30.03.1995","","KE0072"
"KE",7,3,19,43,"800216",44.5,29.6,4.9,0.06,0.14,0.45,0.11,1.57,0.07,0.08,14,95.4,2.6,24.2,2.3,9.5,"","30.03.1995","","KE0073"
"KE",7,4,43,60,"800217",45.3,30.4,5.3,0.03,0.11,0.41,0.1,1.51,0.06,0.07,14,97.2,2.5,22.8,2.3,9,"","30.03.1995","","KE0074"
"KE",7,5,60,75,"800218",45.7,29.4,5.4,0.04,0.12,0.41,0.09,1.61,0.08,0.07,13.8,96.6,2.6,22.5,2.4,8.5,"","30.03.1995","","KE0075"
"KE",7,6,75,120,"800219",44.5,30.7,5.4,0.02,0.11,0.39,0.08,1.63,0.06,0.07,14.1,97,2.5,21.9,2.2,8.9,"","30.03.1995","","KE0076"
"KE",7,7,120,150,"800220",44.5,30.8,5.5,0.02,0.11,0.36,0.07,1.55,0.06,0.07,13.7,96.7,2.5,21.5,2.2,8.8,"","30.03.1995","","KE0077"
"KE",7,8,150,190,"800221",43.1,31.2,5.8,0.02,0.12,0.35,0.04,1.59,0.06,0.06,13.8,96.1,2.3,19.8,2.1,8.4,"","30.03.1995","","KE0078"
"KE",8,1,0,20,"800223",87.2,6.3,0.1,0.22,0.06,0.16,0.32,0.48,0.02,,3.7,97.2,23.5,2321.5,23.3,98.8,"","30.03.1995","","KE0081"
"KE",8,2,20,38,"800224",81.3,11.1,0.8,0.21,0.07,0.21,0.25,0.58,0.02,,5.8,99.1,12.4,270.5,11.9,21.8,"","30.03.1995","","KE0082"
"KE",8,3,38,60,"800225",68.5,17.8,2.4,0.17,0.13,0.24,0.22,0.69,0.02,,8.2,97.2,6.5,76,6,11.6,"","30.03.1995","","KE0083"
"KE",8,4,60,80,"800226",64.7,19.3,2.6,0.14,0.13,0.25,0.16,0.72,0.02,,8.9,95.8,5.7,66.2,5.2,11.6,"","30.03.1995","","KE0084"
"KE",8,5,80,100,"800227",60.2,22.8,3.6,0.11,0.12,0.26,0.12,0.78,0.02,,10.1,97,4.5,44.5,4.1,9.9,"","30.03.1995","","KE0085"
"KE",8,6,100,150,"800228",58.5,24.3,3.9,0.14,0.13,0.27,0.16,0.86,0.02,,10.3,97.4,4.1,39.9,3.7,9.8,"","30.03.1995","","KE0086"
"KE",9,1,0,19,"800230",56.4,18.7,10.3,0.47,0.3,0.7,,1.6,0.88,0.11,11.1,100.6,5.1,14.6,3.8,2.8,"","30.03.1995","","KE0091"
"KE",9,2,19,31,"800231",55.4,20.5,10.8,0.26,0.28,0.66,,1.56,0.85,0.07,9.2,99.6,4.6,13.7,3.4,3,"","30.03.1995","","KE0092"
"KE",9,3,31,50,"800232",55,20.9,10.9,0.2,0.26,0.6,,1.56,0.78,0.06,8.7,99,4.5,13.4,3.4,3,"","30.03.1995","","KE0093"
"KE",9,4,50,80,"800233",55,21.8,11.2,0.2,0.25,0.63,,1.62,0.05,0.05,8.7,99.5,4.3,13.1,3.2,3.1,"","30.03.1995","","KE0094"
"KE",9,5,80,120,"800234",54.7,22.1,11.3,0.15,0.28,0.59,,1.59,0.69,0.05,8.6,100.1,4.2,12.9,3.2,3.1,"","30.03.1995","","KE0095"
"KE",9,6,120,160,"800235",55.3,21.6,11.3,0.13,0.25,0.52,,1.59,0.61,0.06,8.5,99.9,4.3,13,3.3,3,"","30.03.1995","","KE0096"
"KE",9,7,170,220,"800236",54.9,22.3,11.5,0.23,0.14,0.49,,1.63,0.87,0.05,8.8,100.9,4.2,12.7,3.1,3,"","30.03.1995","","KE0097"
"KE",10,1,0,12,"800237",89.9,4.8,0.8,0.11,0.11,1.45,,0.25,0.04,0.01,1.9,99.4,31.8,299.2,28.7,9.4,"","30.03.1995","","KE0101"
"KE",10,2,12,30,"800238",89.5,5.6,1.1,0.12,0.13,1.46,,0.32,0.01,0.01,1.7,100,27.1,216.6,24.1,8,"","30.03.1995","","KE0102"
"KE",10,3,30,45,"800239",87.6,6.5,1.4,0.13,0.19,1.56,,0.37,0,0.01,2.1,99.9,22.9,166.6,20.1,7.3,"","30.03.1995","","KE0103"
"KE",10,4,45,62,"800240",84,9.4,2.2,0.11,0.38,1.55,,0.49,0,0,3.4,101.5,15.2,101.6,13.2,6.7,"","30.03.1995","","KE0104"
"KE",10,5,62,90,"800241",82,10.1,2.4,0.13,0.5,1.57,,0.51,0.01,0.01,2.9,100.1,13.8,91,12,6.6,"","30.03.1995","","KE0105"
"KE",10,6,90,120,"800242",82,10,2.3,0.15,0.55,1.61,,0.5,0.01,0.01,2.8,99.9,13.9,94.9,12.1,6.8,"","30.03.1995","","KE0106"
"KE",11,1,0,11,"800244",83.3,5.8,3.8,0.02,0.02,0.25,,1.29,0.25,,4.2,97.9,24.4,58.4,17.2,2.4,"","30.03.1995","","KE0111"
"KE",11,2,11,22,"800245",83.9,7.5,4.6,0.02,0.02,0.25,,1.45,0.28,,3.4,100.4,19,48.6,13.6,2.6,"","30.03.1995","","KE0112"
"KE",11,3,22,50,"800246",78.8,10.6,5.6,0.02,0.03,0.27,,1.41,0.26,,4.1,100.1,12.6,37.5,9.4,3,"","30.03.1995","","KE0113"
"KE",11,4,50,85,"800247",74.6,12.7,6.1,0.01,0.02,0.26,,1.34,0.22,,3.9,98.2,10,32.6,7.6,3.3,"","30.03.1995","","KE0114"
"KE",11,5,85,180,"800248",70.2,14.3,7,0.01,,0.26,,1.48,0.17,,5.5,96.9,8.3,26.7,6.3,3.2,"","30.03.1995","","KE0115"
"KE",11,6,180,250,"800249",72.6,14.3,7,,0.06,0.26,,1.45,0.1,,5.3,99.1,8.6,27.6,6.6,3.2,"","30.03.1995","","KE0116"
"KE",12,1,0,15,"800251",90.5,4.3,0.6,0.04,0.05,0.33,0.04,0.53,0.08,0.02,2.8,99.3,35.7,401.6,32.8,11.2,"","30.03.1995","","KE0121"
"KE",12,2,15,30,"800252",86.3,6.2,0.9,0.04,0.06,0.36,0.04,0.56,0.07,0.02,3.3,97.8,23.6,255.3,21.6,10.8,"","30.03.1995","","KE0122"
"KE",12,3,30,45,"800253",82.6,9.1,1.5,0.06,0.08,0.36,0.02,0.53,0.05,0.03,4.1,98.4,15.4,146.6,13.9,9.5,"","30.03.1995","","KE0123"
"KE",12,4,45,90,"800254",79.2,11.8,2.2,0.03,0.11,0.42,0.02,0.57,0.04,0.04,4.9,99.3,11.4,95.8,10.2,8.4,"","30.03.1995","","KE0124"
"KE",12,5,90,150,"800255",78.7,11.4,2.4,0.03,0.1,0.4,0.02,0.6,0.02,0.01,4.8,98.5,11.7,87.3,10.3,7.5,"","30.03.1995","","KE0125"
"KE",12,6,150,220,"800256",80.2,10.5,1.9,0.02,0.1,0.42,0.02,0.62,0.01,0.01,4.4,98.2,13,112.4,11.6,8.7,"","30.03.1995","","KE0126"
"KE",13,1,0,20,"800258",87.7,6.1,0.7,0.06,0.07,2.5,,0.56,0,0,1.3,99,24.4,333.5,22.7,13.7,"","30.03.1995","","KE0131"
"KE",13,2,20,35,"800259",87.1,6.4,0.8,0.06,0.09,2.46,,0.56,0,0,1.4,98.9,23.1,289.9,21.4,12.5,"","30.03.1995","","KE0132"
"KE",13,3,35,56,"800260",89.3,6.5,0.8,0.07,0.1,2.45,,0.57,0,0.01,1.2,101,23.3,297.2,21.6,12.7,"","30.03.1995","","KE0133"
"KE",13,4,56,70,"800261",91.1,5.5,0.5,0.07,0.04,2.52,,0.55,0,0,0.5,100.8,28.1,485.1,26.6,17.3,"","30.03.1995","","KE0134"
"KE",13,5,65,80,"800262",85.5,8.3,1.4,0.05,0.24,2.37,,0.63,0,0.01,2,100.5,17.5,162.6,15.8,9.3,"","30.03.1995","","KE0135"
"KE",13,6,100,120,"800263",85.7,9,1.5,0.05,0.24,2.56,,0.67,0,0,1.8,101.5,16.2,152.1,14.6,9.4,"","30.03.1995","","KE0136"
"KE",14,1,0,30,"800265",76.1,11,2.8,0.41,0.56,1.91,,0.56,0.06,0.07,6.3,99.8,11.7,72.4,10.1,6.2,"","30.03.1995","","KE0141"
"KE",14,2,30,50,"800266",67.5,17,5.1,0.38,0.9,1.73,,0.68,0.04,0.03,5.5,98.9,6.7,35.2,5.7,5.2,"","30.03.1995","","KE0142"
"KE",14,3,50,84,"800267",66.7,16.5,5.3,1.15,1.73,1.99,,0.75,0.12,0.04,5.9,100.2,6.9,33.5,5.7,4.9,"","30.03.1995","","KE0143"
"KE",14,4,84,110,"800268",62.3,14.1,5,4.1,2.41,1.92,,0.73,0.12,0.09,4.2,95,7.5,33.2,6.1,4.4,"","30.03.1995","","KE0144"
"KE",15,1,3,0,"800270",39.7,17.3,10.5,1.47,0.36,1.64,,1.12,0.62,0.21,25.4,98.3,3.9,10.1,2.8,2.6,"","30.03.1995","","KE0151"
"KE",15,2,0,10,"800271",48.1,19.8,12,0.67,0.28,1.76,,1.26,0.71,0.14,13.9,98.6,4.1,10.7,3,2.6,"","30.03.1995","","KE0152"
"KE",15,3,10,30,"800272",47.9,20.9,12.5,0.53,0.3,1.81,,1.31,0.76,0.12,12.6,98.7,3.9,10.2,2.8,2.6,"","30.03.1995","","KE0153"
"KE",15,4,30,62,"800273",48.8,21.5,12.8,0.41,0.32,1.9,,1.34,0.69,0.07,9.9,97.7,3.9,10.1,2.8,2.6,"","30.03.1995","","KE0154"
