"Batch_Labid","W350","W360","W370","W380","W390","W400","W410","W420","W430","W440","W450","W460","W470","W480","W490","W500","W510","W520","W530","W540","W550","W560","W570","W580","W590","W600","W610","W620","W630","W640","W650","W660","W670","W680","W690","W700","W710","W720","W730","W740","W750","W760","W770","W780","W790","W800","W810","W820","W830","W840","W850","W860","W870","W880","W890","W900","W910","W920","W930","W940","W950","W960","W970","W980","W990","W1000","W1010","W1020","W1030","W1040","W1050","W1060","W1070","W1080","W1090","W1100","W1110","W1120","W1130","W1140","W1150","W1160","W1170","W1180","W1190","W1200","W1210","W1220","W1230","W1240","W1250","W1260","W1270","W1280","W1290","W1300","W1310","W1320","W1330","W1340","W1350","W1360","W1370","W1380","W1390","W1400","W1410","W1420","W1430","W1440","W1450","W1460","W1470","W1480","W1490","W1500","W1510","W1520","W1530","W1540","W1550","W1560","W1570","W1580","W1590","W1600","W1610","W1620","W1630","W1640","W1650","W1660","W1670","W1680","W1690","W1700","W1710","W1720","W1730","W1740","W1750","W1760","W1770","W1780","W1790","W1800","W1810","W1820","W1830","W1840","W1850","W1860","W1870","W1880","W1890","W1900","W1910","W1920","W1930","W1940","W1950","W1960","W1970","W1980","W1990","W2000","W2010","W2020","W2030","W2040","W2050","W2060","W2070","W2080","W2090","W2100","W2110","W2120","W2130","W2140","W2150","W2160","W2170","W2180","W2190","W2200","W2210","W2220","W2230","W2240","W2250","W2260","W2270","W2280","W2290","W2300","W2310","W2320","W2330","W2340","W2350","W2360","W2370","W2380","W2390","W2400","W2410","W2420","W2430","W2440","W2450","W2460","W2470","W2480","W2490","W2500"
"FS15R_FS4095","0.032888","0.02654","0.031411","0.025967","0.024179","0.023866","0.024212","0.0252445","0.025636","0.02663","0.028001","0.0290245","0.029754","0.0304965","0.0313905","0.033035","0.034692","0.0363965","0.038771","0.04239","0.0479765","0.056048","0.066429","0.0785265","0.0897575","0.100177","0.1085455","0.1150595","0.1203565","0.1246795","0.1284015","0.132043","0.1358715","0.139666","0.143494","0.147014","0.1500745","0.1527975","0.154743","0.155948","0.1566105","0.156481","0.155923","0.154898","0.1534715","0.151924","0.150219","0.1484925","0.146895","0.145578","0.1443575","0.143496","0.142773","0.142403","0.1422575","0.14214","0.142253","0.1427915","0.14331","0.1440075","0.1448895","0.1457275","0.14668","0.1459245","0.146992","0.147676","0.1482085","0.148788","0.149334","0.1495855","0.14979","0.1498925","0.1499395","0.150048","0.150109","0.149988","0.1498855","0.14981","0.1497185","0.1496245","0.149456","0.14914","0.14879","0.148431","0.148104","0.147772","0.1475315","0.14725","0.1469015","0.1465155","0.1460665","0.145725","0.145304","0.1449895","0.1446155","0.1443155","0.1439925","0.1436595","0.1433405","0.1431015","0.142861","0.1425875","0.1422265","0.14174","0.1412575","0.1406835","0.140007","0.139232","0.139225","0.1386645","0.138181","0.1381985","0.138586","0.138897","0.13898","0.138986","0.138877","0.138705","0.1387805","0.138717","0.1386045","0.1386825","0.138774","0.138868","0.1389765","0.139124","0.13924","0.139299","0.139408","0.139518","0.139637","0.139725","0.13992","0.1401065","0.1402355","0.140386","0.1405155","0.14073","0.1406745","0.140658","0.140643","0.140672","0.1406915","0.1407875","0.140867","0.1410835","0.140577","0.140944","0.1414355","0.1416565","0.141718","0.1418405","0.141912","0.141388","0.1405935","0.1397995","0.1389575","0.138354","0.1383995","0.1389025","0.1394835","0.140213","0.140918","0.141974","0.143086","0.143812","0.1448505","0.145763","0.146632","0.147469","0.14813","0.1488945","0.149718","0.1502625","0.150912","0.151821","0.152655","0.153559","0.154259","0.1541425","0.1531995","0.151568","0.1498135","0.148215","0.14727","0.145596","0.144938","0.1458925","0.145522","0.143715","0.1409025","0.139239","0.1387415","0.1414555","0.143626","0.1444965","0.1449115","0.1451405","0.1463345","0.1473815","0.146766","0.1462095","0.147103","0.1473065","0.147799","0.1485475","0.150319","0.1489965","0.1498215","0.148336","0.148167","0.147125","0.1488405","0.141487","0.14812","0.152716"
"FS15R_FS4096","0.031275","0.017825","0.0256535","0.025071","0.022794","0.024499","0.023474","0.0237895","0.0249555","0.025673","0.0264795","0.0273795","0.0277945","0.028456","0.029622","0.0307845","0.032137","0.033687","0.0358745","0.039249","0.044471","0.052035","0.0622055","0.0742805","0.0859675","0.0970545","0.10609","0.1131755","0.1188685","0.1233015","0.1271605","0.1307195","0.13464","0.138449","0.1423215","0.1458255","0.1489375","0.151563","0.1533335","0.1543795","0.154697","0.154272","0.1533215","0.151899","0.1500355","0.148023","0.145934","0.143856","0.1419035","0.1402385","0.138735","0.13754","0.136658","0.1360735","0.135678","0.135526","0.13548","0.1358175","0.1363445","0.137002","0.137554","0.1383","0.139196","0.138254","0.1389975","0.1395915","0.139956","0.140643","0.1409875","0.141332","0.141288","0.141274","0.141304","0.141212","0.141202","0.141091","0.140792","0.1406295","0.1403915","0.1402545","0.13995","0.1395835","0.139073","0.13857","0.1382045","0.137965","0.13758","0.137211","0.1367665","0.1363405","0.135834","0.1354525","0.1349925","0.1345305","0.134111","0.1337005","0.133272","0.1330035","0.13269","0.132442","0.1321185","0.1317595","0.1312945","0.130799","0.1303","0.1298595","0.129131","0.1284235","0.1284115","0.127847","0.12733","0.127278","0.1276305","0.127911","0.1279245","0.1278245","0.12764","0.1275335","0.1274995","0.1273955","0.127246","0.127274","0.1273455","0.127333","0.127396","0.127464","0.127524","0.1275565","0.127594","0.127744","0.127833","0.127976","0.128127","0.128274","0.128363","0.128454","0.1285955","0.1287","0.128748","0.1286495","0.1286265","0.128616","0.128756","0.1287375","0.1288765","0.128976","0.1280525","0.128203","0.1284965","0.1285775","0.128855","0.128967","0.128712","0.1283625","0.127982","0.1275035","0.1270155","0.126774","0.1266255","0.126822","0.127434","0.128039","0.128895","0.1295615","0.130233","0.1310775","0.1320615","0.1326205","0.1335025","0.1342995","0.1350865","0.1357035","0.136234","0.136837","0.1377505","0.138376","0.139016","0.1397285","0.140635","0.140679","0.1396715","0.1383235","0.136765","0.1352855","0.1342625","0.13334","0.132599","0.133646","0.1330255","0.131621","0.128862","0.126859","0.126276","0.129373","0.131236","0.1319425","0.132592","0.1328955","0.134053","0.1347565","0.13444","0.1339425","0.1348115","0.135476","0.1353865","0.137142","0.1376675","0.138153","0.138394","0.1367915","0.1365275","0.134415","0.1348165","0.1345935","0.129362","0.1294675"
"FS15R_FS4097","0.0190685","0.0228585","0.0255275","0.027551","0.0238415","0.0251635","0.0262415","0.026801","0.027392","0.0282575","0.0296105","0.0305275","0.0307755","0.031199","0.0323165","0.033411","0.03466","0.0360925","0.0382415","0.0415115","0.0465","0.0537825","0.0634755","0.075151","0.086565","0.0973625","0.1061235","0.11316","0.118606","0.1229905","0.1268095","0.130336","0.1341705","0.1379995","0.1418565","0.1453705","0.1484515","0.1509655","0.152773","0.153798","0.1541035","0.1535855","0.1525635","0.151089","0.149156","0.1470685","0.1450265","0.1428915","0.140848","0.1391925","0.1376925","0.1365175","0.1354925","0.134956","0.1345345","0.1342995","0.134354","0.1346795","0.135052","0.1357395","0.1364025","0.137264","0.137968","0.137101","0.1378645","0.138305","0.138998","0.1394035","0.139859","0.1400655","0.1400655","0.1400675","0.1401645","0.1400805","0.1399575","0.139853","0.1395735","0.1393435","0.1391485","0.13894","0.1385745","0.138256","0.1377445","0.137288","0.136935","0.136547","0.1362455","0.135812","0.1354105","0.134924","0.1345","0.133989","0.133529","0.1330885","0.13274","0.132387","0.131972","0.1315595","0.131302","0.1309505","0.1306025","0.130324","0.1299345","0.1294685","0.128957","0.128384","0.1276875","0.126962","0.1268815","0.126344","0.125825","0.1257845","0.126187","0.1264805","0.126533","0.126456","0.126311","0.12609","0.126096","0.1259825","0.125933","0.125956","0.1259755","0.126074","0.1261185","0.1262335","0.126248","0.1263445","0.126386","0.126549","0.126654","0.1268465","0.126987","0.127047","0.1272135","0.1274025","0.1275115","0.127563","0.127618","0.127605","0.127566","0.127617","0.127641","0.127693","0.1278455","0.1279825","0.1270785","0.1272535","0.1275465","0.1278565","0.128074","0.1281875","0.1280475","0.1277475","0.1272075","0.1265025","0.1260525","0.1258475","0.126034","0.1264555","0.126775","0.1274795","0.1281525","0.128957","0.1298815","0.1305865","0.1316105","0.132521","0.1334905","0.134218","0.135066","0.135618","0.136258","0.136803","0.137447","0.1384595","0.1392255","0.140301","0.140675","0.140786","0.140193","0.13856","0.137063","0.1356985","0.1348155","0.1334375","0.1327185","0.1338","0.133028","0.131626","0.1284315","0.1266405","0.126108","0.1294875","0.1312075","0.1324005","0.132556","0.133291","0.1345065","0.135243","0.135358","0.135062","0.1354985","0.1359005","0.136711","0.1375805","0.138031","0.138762","0.13701","0.1369915","0.136458","0.136475","0.136664","0.1391795","0.145709","0.1476"
"FS15R_FS4098","0.0409335","0.030701","0.0311885","0.029452","0.028424","0.025997","0.027685","0.0280825","0.02791","0.0285145","0.029795","0.0301465","0.0308925","0.0313375","0.0322095","0.033335","0.03456","0.0357535","0.0378915","0.0409975","0.045893","0.0531065","0.0627885","0.0744835","0.085726","0.09652","0.105238","0.1121575","0.1175","0.1217255","0.1253235","0.1287575","0.132368","0.1361195","0.139798","0.1431565","0.1460905","0.14859","0.150299","0.1511785","0.151419","0.1507535","0.149638","0.148117","0.1461575","0.143977","0.141826","0.1395915","0.137554","0.135889","0.134332","0.1331195","0.132125","0.13146","0.1310925","0.130842","0.130726","0.131096","0.131623","0.1321405","0.1329965","0.133798","0.13446","0.1330855","0.1338075","0.134544","0.1351535","0.135744","0.135993","0.1362415","0.136259","0.1360925","0.1361455","0.1362535","0.135956","0.135852","0.1356845","0.135424","0.1353055","0.135098","0.1347275","0.1344085","0.13397","0.133499","0.133101","0.1328585","0.1324135","0.1321545","0.1316725","0.1312305","0.130761","0.130237","0.129781","0.129402","0.1289905","0.128605","0.12826","0.1279335","0.1275915","0.127281","0.1270185","0.126654","0.1262425","0.125722","0.1252735","0.124716","0.1240935","0.123339","0.123244","0.122663","0.1221195","0.1220205","0.1224815","0.122788","0.122811","0.1227385","0.1225595","0.1224215","0.1223715","0.122323","0.1222225","0.1222405","0.122366","0.1223895","0.1224945","0.122492","0.122588","0.1226915","0.122785","0.1229005","0.1229495","0.1230695","0.12318","0.1232855","0.12341","0.1235755","0.1238015","0.1238855","0.123921","0.123944","0.1239145","0.123985","0.1238895","0.124011","0.124095","0.124247","0.1232365","0.1233445","0.123691","0.1241075","0.1243355","0.124148","0.124305","0.123953","0.1233995","0.122996","0.1227165","0.122442","0.1225385","0.122963","0.1233595","0.123953","0.12454","0.125425","0.1261965","0.1269655","0.1279105","0.1289785","0.1295935","0.130652","0.1312335","0.131838","0.1322855","0.1333805","0.1340965","0.1345595","0.1354385","0.136449","0.137133","0.1374695","0.136383","0.1348755","0.1334145","0.13246","0.1310795","0.129964","0.1293565","0.130202","0.1296565","0.1277095","0.1251495","0.1230395","0.1223885","0.125373","0.127685","0.1287705","0.129157","0.130121","0.13133","0.1314675","0.130865","0.1311495","0.131705","0.1322025","0.13248","0.1332495","0.132888","0.133872","0.134301","0.134209","0.1345555","0.1328315","0.1361265","0.1346565","0.1339235","0.1318285"
"FS15R_FS4099","0.029804","0.0252255","0.027651","0.0246005","0.0241165","0.023645","0.023912","0.025232","0.025857","0.02621","0.02707","0.027845","0.0283025","0.028805","0.0293385","0.030458","0.0315595","0.03285","0.034654","0.0376035","0.042328","0.04914","0.05836","0.069499","0.080382","0.09061","0.099048","0.105532","0.1106195","0.114506","0.117879","0.121035","0.1245685","0.12806","0.131566","0.134815","0.1375845","0.139914","0.1414745","0.1422475","0.1423865","0.141764","0.1406385","0.1390625","0.1370705","0.1349475","0.132781","0.130701","0.1286505","0.126925","0.125408","0.124238","0.123286","0.122646","0.1223075","0.1220865","0.1220615","0.122264","0.122832","0.1233965","0.123891","0.1247335","0.1254595","0.124648","0.125426","0.126081","0.1266645","0.1269055","0.127335","0.127399","0.1273035","0.1273315","0.1273805","0.127297","0.127185","0.127066","0.1268405","0.126591","0.126379","0.126194","0.125976","0.1254835","0.1250655","0.1246085","0.1241875","0.123789","0.1234525","0.1230505","0.122692","0.1222945","0.1218195","0.121344","0.120942","0.120587","0.120191","0.119786","0.11944","0.1191225","0.118784","0.1184605","0.118134","0.1178135","0.1174665","0.116989","0.1165345","0.1160105","0.115411","0.1146755","0.1145555","0.1140425","0.11353","0.1134905","0.113894","0.114171","0.114274","0.1141555","0.113979","0.1138","0.1138245","0.1137215","0.113669","0.113721","0.113861","0.1139375","0.1139455","0.1140185","0.1140695","0.1141245","0.1142545","0.114394","0.1145245","0.1146985","0.114815","0.1148935","0.1149905","0.1152095","0.1153785","0.11552","0.1155705","0.115464","0.115528","0.1155665","0.1155275","0.1156575","0.115759","0.115864","0.114804","0.115224","0.1156485","0.115858","0.116051","0.116119","0.116284","0.115782","0.1152355","0.1148285","0.114528","0.1142815","0.1145425","0.1148335","0.1153175","0.1158445","0.116762","0.1174635","0.118168","0.119155","0.1198085","0.120739","0.121436","0.122229","0.1229675","0.123642","0.124212","0.124837","0.1253465","0.1260765","0.1270395","0.127867","0.1285805","0.1288325","0.127703","0.126353","0.125172","0.1239175","0.122958","0.1219565","0.121199","0.1218885","0.121245","0.1194485","0.116422","0.114572","0.114177","0.1172015","0.119296","0.120252","0.1207375","0.1217395","0.1229885","0.12321","0.1225565","0.122792","0.1240495","0.1241025","0.125012","0.125695","0.126118","0.126711","0.125646","0.127403","0.1270455","0.122251","0.1187075","0.119342","0.1206305","0.1323005"
"FS15R_FS4100","0.05058","0.048623","0.0457655","0.039859","0.0410585","0.04","0.0392095","0.03932","0.0401315","0.041748","0.043779","0.0453365","0.0463285","0.048138","0.049739","0.0515675","0.0537325","0.0561145","0.059354","0.0641505","0.0715125","0.0819295","0.094773","0.108686","0.120586","0.130788","0.138823","0.1455415","0.1518095","0.1575665","0.163149","0.1686575","0.174348","0.180129","0.18614","0.192048","0.1977305","0.203297","0.208266","0.2126115","0.216456","0.219521","0.222146","0.224272","0.2258","0.2270815","0.2282345","0.2290215","0.229783","0.2307385","0.2318275","0.2330365","0.2345445","0.236365","0.2385055","0.2406725","0.2431365","0.2462455","0.249491","0.2526015","0.255937","0.259533","0.2631385","0.265118","0.2686385","0.271625","0.275075","0.277963","0.2807075","0.2833215","0.2855175","0.287543","0.289797","0.291684","0.2937135","0.295534","0.2972765","0.298999","0.3007325","0.302423","0.3037655","0.304958","0.305977","0.3070185","0.308108","0.3092015","0.310357","0.311366","0.312205","0.3128935","0.3136855","0.3145265","0.315251","0.3158875","0.316253","0.3165735","0.3169235","0.317444","0.3180925","0.3186415","0.318833","0.318557","0.3174945","0.3130255","0.309561","0.311003","0.3057625","0.3066475","0.317313","0.3200455","0.321256","0.322161","0.323138","0.324135","0.325065","0.325854","0.3269645","0.328095","0.3290095","0.3298855","0.3307305","0.331613","0.3323145","0.333153","0.333935","0.3348515","0.3356515","0.336502","0.3373385","0.338275","0.339202","0.3400925","0.341072","0.3417865","0.3426985","0.343528","0.3443655","0.3448175","0.345358","0.345833","0.3462545","0.34666","0.3472495","0.347832","0.3483305","0.3490265","0.347475","0.348718","0.3501645","0.3513325","0.3527945","0.353614","0.3527045","0.3499855","0.345616","0.3388075","0.332968","0.3310105","0.3318235","0.334","0.336887","0.3401465","0.343877","0.34746","0.351379","0.355064","0.3582965","0.361456","0.3642665","0.3664425","0.368229","0.3695395","0.3711275","0.3722685","0.373256","0.374535","0.3750555","0.377046","0.3767025","0.370854","0.3592655","0.3461335","0.3346085","0.328259","0.327688","0.3149235","0.3168895","0.3488005","0.3585035","0.3599675","0.3597395","0.3581845","0.3574125","0.3559675","0.3531915","0.3496395","0.346873","0.3467455","0.3481515","0.347107","0.3421245","0.3405255","0.3378285","0.3320135","0.333602","0.3385885","0.3393925","0.3363435","0.3294975","0.3246025","0.3183555","0.315712","0.3106705","0.3049405","0.305236","0.3094925"
"FS15R_FS4101","0.056748","0.0404805","0.039677","0.036557","0.038952","0.0381565","0.037371","0.0371915","0.0378045","0.0392105","0.041037","0.0427275","0.0436455","0.0449525","0.04639","0.0483015","0.050314","0.0525795","0.0557385","0.060607","0.0683755","0.0795815","0.0941015","0.110334","0.12458","0.137039","0.14675","0.1547165","0.161687","0.167973","0.173849","0.1796175","0.1856635","0.1916885","0.1979875","0.2042485","0.2102885","0.21609","0.2212555","0.2256635","0.229483","0.23236","0.2346815","0.2363495","0.23734","0.2379655","0.2384675","0.2386585","0.2388565","0.2393185","0.2398395","0.240679","0.241896","0.2433775","0.2453895","0.247697","0.2502675","0.2533585","0.256877","0.2602175","0.2637815","0.267677","0.27149","0.27454","0.2780135","0.281594","0.285054","0.288268","0.291101","0.293716","0.295981","0.297892","0.299929","0.301929","0.3038195","0.3055615","0.3070125","0.3086095","0.31021","0.311699","0.3129055","0.313923","0.3148235","0.3156885","0.3164995","0.3174045","0.3182975","0.319015","0.3195225","0.3199445","0.3205675","0.321174","0.3215815","0.3219915","0.3220945","0.322059","0.3220305","0.322262","0.3225805","0.3228785","0.3227385","0.321912","0.320239","0.3144255","0.309867","0.3111945","0.304723","0.3059155","0.318831","0.322171","0.3233965","0.3243935","0.325296","0.326233","0.327084","0.3278685","0.3290175","0.3299725","0.3309025","0.331727","0.332413","0.333171","0.333932","0.334639","0.335396","0.3362515","0.3370455","0.3377825","0.3385395","0.339439","0.340255","0.341104","0.342094","0.3429385","0.3436935","0.344461","0.345417","0.34608","0.3466165","0.346879","0.347078","0.3475555","0.3478945","0.348312","0.34883","0.3494715","0.3483115","0.3494535","0.3507525","0.352281","0.353708","0.3541905","0.352773","0.3493155","0.3446155","0.338014","0.332006","0.3306735","0.331989","0.334171","0.337115","0.3404495","0.3442925","0.34797","0.35159","0.3552535","0.3588395","0.3619885","0.3649205","0.367219","0.3690415","0.3706085","0.371947","0.3729235","0.3736865","0.3750055","0.3750735","0.376639","0.3759155","0.3692255","0.355384","0.340526","0.3279105","0.320005","0.3196195","0.3056955","0.307943","0.3442495","0.3557465","0.357461","0.357306","0.3559885","0.355384","0.3534815","0.3500405","0.3461375","0.342727","0.34245","0.3428285","0.341528","0.335572","0.3335565","0.331416","0.3241605","0.324787","0.330885","0.331649","0.328557","0.322304","0.314165","0.307966","0.30545","0.298315","0.2955575","0.292943","0.292631"
"FS15R_FS4102","0.0430825","0.041748","0.0407215","0.0363095","0.039393","0.038873","0.038497","0.0380535","0.039492","0.040443","0.042415","0.0440495","0.0449665","0.0461945","0.0477935","0.049714","0.051756","0.0539625","0.0571795","0.0622095","0.070299","0.0821915","0.097981","0.116148","0.1325175","0.146986","0.158411","0.167534","0.17538","0.1821595","0.1883635","0.194291","0.2004705","0.2066925","0.213121","0.2195585","0.2257195","0.231552","0.236604","0.240791","0.244218","0.2464505","0.2480455","0.248907","0.2490325","0.248793","0.248303","0.247671","0.24699","0.2466595","0.2465745","0.246653","0.2472585","0.24835","0.2499615","0.251793","0.2541345","0.2568135","0.259984","0.2632945","0.2668165","0.270387","0.273831","0.276533","0.2799885","0.283209","0.28667","0.28949","0.29215","0.2945545","0.2966305","0.298358","0.3000505","0.301764","0.303328","0.304914","0.3060545","0.3074435","0.308804","0.309939","0.3109235","0.311687","0.3123615","0.3129705","0.313623","0.3142115","0.314914","0.3153555","0.3157145","0.3158805","0.3161995","0.316609","0.316951","0.3170855","0.317007","0.3168275","0.3166005","0.3166795","0.316753","0.3169145","0.316555","0.3155595","0.3137575","0.3075595","0.3026835","0.3040005","0.2972565","0.2985365","0.311868","0.315169","0.3163945","0.317225","0.3181165","0.319054","0.3198075","0.320505","0.3216025","0.3224385","0.3232785","0.3239595","0.324567","0.325322","0.3260005","0.3267285","0.3273545","0.3280865","0.328782","0.3295255","0.330306","0.331067","0.3318315","0.3327465","0.3335905","0.334359","0.3351395","0.336103","0.3367735","0.337525","0.3379685","0.338292","0.338676","0.3390125","0.3393225","0.339744","0.3401015","0.340839","0.339392","0.3403885","0.34175","0.3430915","0.344431","0.3447905","0.3436255","0.3396825","0.335662","0.3297195","0.3242705","0.323565","0.32513","0.3270715","0.3300015","0.3334065","0.3366855","0.340513","0.343928","0.3475235","0.3510385","0.353987","0.35693","0.3593835","0.36123","0.362687","0.3639345","0.3649765","0.365847","0.3668915","0.3668035","0.3685715","0.3677085","0.360333","0.34629","0.3306625","0.317592","0.3099175","0.3095725","0.295319","0.2978775","0.335133","0.3472355","0.3490175","0.348989","0.3477285","0.347391","0.3458125","0.3423695","0.3383045","0.334572","0.3338025","0.3348415","0.3326865","0.3266685","0.325155","0.3218655","0.3149355","0.3158175","0.3218245","0.321662","0.31903","0.3132705","0.3052515","0.303276","0.2974635","0.3031885","0.2903215","0.296284","0.2999915"
"FS15R_FS4103","0.0510145","0.048542","0.043153","0.0406825","0.0422835","0.040014","0.0403255","0.0403315","0.040998","0.041861","0.0433855","0.044585","0.0455075","0.046758","0.0483055","0.049942","0.051787","0.0540145","0.0570215","0.062039","0.070172","0.082423","0.0989045","0.1182785","0.13604","0.1519535","0.164454","0.174149","0.18207","0.188855","0.194755","0.2004385","0.2062945","0.212336","0.218429","0.224586","0.230392","0.235902","0.2405045","0.2440755","0.2468055","0.2484205","0.249153","0.249233","0.2485635","0.2475105","0.246357","0.2450415","0.243783","0.242872","0.2422665","0.2420635","0.2423045","0.2430645","0.2442235","0.2458775","0.247933","0.250447","0.253493","0.2565435","0.2597205","0.2632955","0.2668745","0.2691605","0.272537","0.2755","0.2787535","0.2815125","0.284064","0.286282","0.2880085","0.289738","0.291509","0.292912","0.2944265","0.2957065","0.2968985","0.2981795","0.299344","0.300503","0.3013985","0.302104","0.3026705","0.3032925","0.303851","0.304432","0.305038","0.3053935","0.3056565","0.305779","0.3061085","0.306477","0.3067285","0.306876","0.306851","0.306603","0.3063075","0.3064415","0.306483","0.3065845","0.306172","0.3050645","0.3031105","0.296405","0.290859","0.291766","0.2851205","0.28672","0.300631","0.3043145","0.305758","0.3066885","0.3076715","0.30872","0.309474","0.3102205","0.311329","0.312292","0.313008","0.3137865","0.3145275","0.3152415","0.315843","0.3165265","0.3171975","0.317944","0.3186975","0.319374","0.320109","0.320902","0.321796","0.3227185","0.3235665","0.3243405","0.32515","0.3259595","0.3268035","0.327456","0.32791","0.328149","0.328508","0.3289605","0.3293445","0.3296615","0.330043","0.3306775","0.3299905","0.3313255","0.3324495","0.333748","0.33499","0.3354685","0.3336775","0.329661","0.3259685","0.3199425","0.3147435","0.3140815","0.3157845","0.317907","0.3206965","0.3236465","0.3267555","0.3303075","0.333747","0.3372975","0.340584","0.3439095","0.34662","0.3491895","0.35103","0.3523595","0.353594","0.354416","0.3551085","0.3557495","0.35522","0.3566475","0.3549205","0.346842","0.3325605","0.3168725","0.303499","0.2957185","0.2947025","0.2796035","0.281829","0.3191885","0.3315895","0.3340085","0.3341865","0.3341615","0.3339535","0.332387","0.329574","0.3252205","0.321976","0.32075","0.3220705","0.320125","0.3137975","0.3108555","0.3075905","0.300096","0.3000945","0.30611","0.3071465","0.3035355","0.297598","0.290077","0.2862105","0.282524","0.287121","0.2686985","0.272793","0.266077"
"FS15R_FS4104","0.0573295","0.0503675","0.0454915","0.048171","0.0443255","0.043399","0.0430115","0.043166","0.043414","0.0454555","0.046566","0.048027","0.049288","0.0504045","0.0515445","0.053508","0.055343","0.057284","0.0605245","0.065713","0.074322","0.087496","0.1056815","0.1272605","0.1474385","0.1655765","0.1796565","0.1904795","0.199036","0.2058915","0.211926","0.2174965","0.223361","0.229275","0.2354475","0.2416435","0.2474775","0.2530555","0.2575985","0.261038","0.2635105","0.264625","0.264885","0.2644675","0.2632045","0.261599","0.259849","0.2579275","0.256088","0.2547885","0.2537375","0.253163","0.2531375","0.2537465","0.2548065","0.25642","0.2584535","0.2610405","0.264246","0.2674435","0.2709875","0.2746355","0.2783795","0.280566","0.28397","0.2873565","0.2908285","0.2938095","0.296254","0.29842","0.3003395","0.30189","0.303488","0.3050405","0.306462","0.3075145","0.3087215","0.309802","0.3108595","0.3117985","0.3125725","0.313025","0.313557","0.313953","0.314258","0.3147995","0.3151595","0.3154415","0.315491","0.3154265","0.3155325","0.3157325","0.3158175","0.315783","0.3154545","0.3150225","0.3145595","0.3144715","0.3143475","0.3143215","0.3136965","0.312268","0.3100075","0.3028075","0.2971725","0.2984375","0.2910375","0.292429","0.3071085","0.3107805","0.3119645","0.3128295","0.313732","0.3146335","0.3153165","0.315928","0.316913","0.317779","0.3184425","0.319041","0.3196885","0.3202965","0.320983","0.3215765","0.322147","0.3228275","0.323522","0.324129","0.324816","0.325601","0.326421","0.327197","0.328061","0.3287165","0.329586","0.3302495","0.3310365","0.331809","0.3322105","0.3324015","0.332602","0.332991","0.333144","0.33349","0.3338065","0.334358","0.332935","0.3340925","0.3353765","0.336389","0.3376525","0.3381875","0.336044","0.3313925","0.327403","0.3213505","0.316315","0.3159695","0.3179515","0.320269","0.3228655","0.325839","0.3292635","0.332962","0.336484","0.340176","0.343599","0.346772","0.349733","0.352414","0.35418","0.355586","0.356922","0.3577445","0.3587025","0.3592335","0.359327","0.3608475","0.359345","0.351431","0.3358365","0.3192055","0.305472","0.297295","0.2968625","0.281821","0.284118","0.324362","0.337396","0.339137","0.339085","0.3381125","0.3377105","0.3358675","0.332289","0.3276765","0.323641","0.3226155","0.32316","0.321483","0.313958","0.311203","0.3086575","0.3002165","0.3014775","0.3075135","0.3093445","0.306025","0.2985975","0.2921835","0.286095","0.284723","0.284691","0.2747655","0.2778405","0.276231"
